metric,algorithm,region,input_combo,dataset,region_metric,general_metric
MAE,RF,Mediterranean,15,train,0.13163521964164676,0.1736045531019652
MAE,RF,Southeastern Anatolia,15,test,0.24965274527655287,0.16807057825380559
MAE,RF,Southeastern Anatolia,15,train,0.16236477408456865,0.12345404453056448
MAE,RF,all_data,15,test,0.18039379210090795,0.15748963886699036
MAE,RF,all_data,15,train,0.13025291579672557,0.12723839772263326
MAE,RF,Aegean,16,test,0.2969918100358037,0.22481323548783771
MAE,RF,Aegean,16,train,0.18521997052890274,0.17697749790509565
MAE,RF,Black Sea,16,test,0.2633622902066904,0.2355693117893371
MAE,RF,Black Sea,16,train,0.18208669349349116,0.19047310068634563
MAE,RF,Central Anatolia,16,test,0.2152712589441797,0.2483878125101069
MAE,RF,Central Anatolia,16,train,0.16992609942009831,0.2054399737200817
MAE,RF,Eastern Anatolia,16,test,0.19149179320508528,0.19025365060232471
MAE,RF,Eastern Anatolia,16,train,0.1551480658720019,0.1580599785466169
MAE,RF,Marmara,16,test,0.23941575302673426,0.25158811144511706
MAE,RF,Marmara,16,train,0.19559797523472455,0.21694701221487755
MAE,RF,Mediterranean,16,test,0.2555741336122544,0.26172481072123793
MAE,RF,Mediterranean,16,train,0.19836844344414947,0.2391532926998363
MAE,RF,Southeastern Anatolia,16,test,0.28757958499040714,0.24547232776203637
MAE,RF,Southeastern Anatolia,16,train,0.18986489129628348,0.1608329191735335
MAE,RF,all_data,16,test,0.24316222415298733,0.2339127571504398
MAE,RF,all_data,16,train,0.17926779650690203,0.19297608099312963
MAE,SVR,Aegean,1,test,0.3861112886312758,0.38346875312671913
MAE,SVR,Aegean,1,train,0.36013365721926277,0.37735248418784717
MAE,SVR,Black Sea,1,test,0.3909349663639324,0.37417446263813836
MAE,SVR,Black Sea,1,train,0.3138885581187877,0.3394621474296714
MAE,SVR,Central Anatolia,1,test,0.3033917283503488,0.34636419376970157
MAE,SVR,Central Anatolia,1,train,0.2985587696909491,0.35120696667833146
MAE,SVR,Eastern Anatolia,1,test,0.29308842526924905,0.3419004261290764
MAE,SVR,Eastern Anatolia,1,train,0.28811144658998333,0.34356108251307005
MAE,SVR,Marmara,1,test,0.33539152554323676,0.38698725914382387
MAE,SVR,Marmara,1,train,0.3285113863344316,0.37382027489914793
MAE,SVR,Mediterranean,1,test,0.448334406458192,0.554096310669795
MAE,SVR,Mediterranean,1,train,0.433949551711725,0.5533649735179363
MAE,SVR,Southeastern Anatolia,1,test,0.3907644009289336,0.3927537037483773
MAE,SVR,Southeastern Anatolia,1,train,0.29696830669986124,0.3298689018966612
MAE,SVR,all_data,1,test,0.35195348315178726,0.38753213296937716
MAE,SVR,all_data,1,train,0.3289731769671935,0.3779822281764416
MAE,SVR,Aegean,2,test,0.7170250723388507,0.7365498720100405
MAE,SVR,Aegean,2,train,0.6915267102708694,0.7494624266692155
MAE,SVR,Black Sea,2,test,0.7828061859999909,0.7825771108063384
MAE,SVR,Black Sea,2,train,0.6230090173510187,0.7169331844504184
MAE,SVR,Central Anatolia,2,test,0.5697228247918519,0.6809290194004761
MAE,SVR,Central Anatolia,2,train,0.5574643268856744,0.7102888697666165
MAE,SVR,Eastern Anatolia,2,test,0.5239577891220235,0.5811754747913581
MAE,SVR,Eastern Anatolia,2,train,0.4855594358672654,0.5309560761287435
MAE,SVR,Marmara,2,test,0.6802696928267656,0.8159663680623542
MAE,SVR,Marmara,2,train,0.7051197423254982,0.8338888885655253
MAE,SVR,Mediterranean,2,test,0.7222086914661313,1.0558444712787596
MAE,SVR,Mediterranean,2,train,0.6658703813954572,1.1093470385076818
MAE,SVR,Southeastern Anatolia,2,test,0.6722215085120368,0.7865288306697723
MAE,SVR,Southeastern Anatolia,2,train,0.5247212511093391,0.6841725030111038
MAE,SVR,all_data,2,test,0.6486169790800803,0.7510424149509103
MAE,SVR,all_data,2,train,0.6071459719721011,0.7466173016837819
MAE,SVR,Aegean,3,test,0.2278235767599198,0.215829062790176
MAE,SVR,Aegean,3,train,0.17802921541069555,0.19038610705258788
MAE,SVR,Black Sea,3,test,0.21896567685516696,0.2337235472307937
MAE,SVR,Black Sea,3,train,0.15493623787474498,0.22901049386845063
MAE,SVR,Central Anatolia,3,test,0.19482573491363184,0.23767282232067932
MAE,SVR,Central Anatolia,3,train,0.164617291951731,0.21960101965781786
MAE,SVR,Eastern Anatolia,3,test,0.17324197603945746,0.1763453780609149
MAE,SVR,Eastern Anatolia,3,train,0.1467265016412,0.16607605450075397
MAE,SVR,Marmara,3,test,0.20336983871472725,0.2669328694746224
MAE,SVR,Marmara,3,train,0.17990579649612823,0.25376862233635755
MAE,SVR,Mediterranean,3,test,0.2256256800193165,0.2512564748667109
MAE,SVR,Mediterranean,3,train,0.17746806693185227,0.27711138998039964
MAE,SVR,Southeastern Anatolia,3,test,0.262254023564467,0.23153082491084462
MAE,SVR,Southeastern Anatolia,3,train,0.14953302062527166,0.1826777561586306
MAE,SVR,all_data,3,test,0.2081715892509944,0.227130614821281
MAE,SVR,all_data,3,train,0.16566315624487238,0.21459262437522247
MAE,SVR,Aegean,4,test,0.7281732855212603,0.7098623553748246
MAE,SVR,Aegean,4,train,0.5528512348005206,0.5699365617472361
MAE,SVR,Black Sea,4,test,0.5891321669043204,0.6133338611684219
MAE,SVR,Black Sea,4,train,0.5537075185490319,0.6146179876661343
MAE,SVR,Central Anatolia,4,test,0.572411091900533,0.6880938412391592
MAE,SVR,Central Anatolia,4,train,0.6220979432501847,0.6963058672017912
MAE,SVR,Eastern Anatolia,4,test,0.5672126291880387,0.5744094338031464
MAE,SVR,Eastern Anatolia,4,train,0.5537631453420335,0.5935275890160056
MAE,SVR,Marmara,4,test,0.6448702014588891,0.6748865394869767
MAE,SVR,Marmara,4,train,0.5765320588914833,0.5919752577757118
MAE,SVR,Mediterranean,4,test,0.7158762918125668,0.7236658143116812
MAE,SVR,Mediterranean,4,train,0.6365276051042652,0.7580405085027225
MAE,SVR,Southeastern Anatolia,4,test,0.7942857966496647,0.7224329195351851
MAE,SVR,Southeastern Anatolia,4,train,0.6959078134511077,0.7894647311648212
MAE,SVR,all_data,4,test,0.6416720727249013,0.6683762332307582
MAE,SVR,all_data,4,train,0.5896271142160184,0.643979307045694
MAE,SVR,Aegean,5,test,0.7324539017918648,0.7145506059742059
MAE,SVR,Aegean,5,train,0.5874690264399011,0.5979787102697565
MAE,SVR,Black Sea,5,test,0.5941844149356854,0.6121785782229433
MAE,SVR,Black Sea,5,train,0.5280862246924769,0.6033560615564256
MAE,SVR,Central Anatolia,5,test,0.6020189509812324,0.7020618896266032
MAE,SVR,Central Anatolia,5,train,0.6244530916213562,0.707885936740235
MAE,SVR,Eastern Anatolia,5,test,0.6024159329210607,0.581816143043802
MAE,SVR,Eastern Anatolia,5,train,0.5659073105456691,0.5937964272735643
MAE,SVR,Marmara,5,test,0.6775231955401968,0.6976671180098682
MAE,SVR,Marmara,5,train,0.5869622377920779,0.6019070585915957
MAE,SVR,Mediterranean,5,test,0.7106864841601452,0.6956504406972515
MAE,SVR,Mediterranean,5,train,0.6272671407693865,0.7694047233162363
MAE,SVR,Southeastern Anatolia,5,test,0.6767896544868066,0.6780155902047854
MAE,SVR,Southeastern Anatolia,5,train,0.7637505992425647,0.8463257759411222
MAE,SVR,all_data,5,test,0.6527517057769873,0.6707380418994189
MAE,SVR,all_data,5,train,0.6004931824923259,0.6566796369397009
MAE,SVR,Aegean,6,test,0.7635287943765805,0.7187930366013499
MAE,SVR,Aegean,6,train,0.5443212995075903,0.561230559796446
MAE,SVR,Black Sea,6,test,0.6040059763395411,0.5903456333687772
MAE,SVR,Black Sea,6,train,0.5439059981514326,0.5891719587774917
MAE,SVR,Central Anatolia,6,test,0.565216007513236,0.6532041673266921
MAE,SVR,Central Anatolia,6,train,0.6052069271621324,0.6661628057082847
MAE,SVR,Eastern Anatolia,6,test,0.5824568572655472,0.5724740694170755
MAE,SVR,Eastern Anatolia,6,train,0.5647911667303858,0.619189581733626
MAE,SVR,Marmara,6,test,0.6717059613427084,0.7149998766408533
MAE,SVR,Marmara,6,train,0.58497536728388,0.6149433022984082
MAE,SVR,Mediterranean,6,test,0.7198400972709281,0.7435730056678984
MAE,SVR,Mediterranean,6,train,0.6190074656386476,0.7474865541091698
MAE,SVR,Southeastern Anatolia,6,test,0.7824878623385861,0.7289734955174
MAE,SVR,Southeastern Anatolia,6,train,0.7335982526100198,0.8105277213043927
MAE,SVR,all_data,6,test,0.654259942466488,0.6676702032550503
MAE,SVR,all_data,6,train,0.5864804375639788,0.6405777120302442
MAE,SVR,Aegean,7,test,0.5604423738503822,0.5387466943710669
MAE,SVR,Aegean,7,train,0.42319798899377825,0.43713735213816707
MAE,SVR,Black Sea,7,test,0.36558654111075917,0.4374796452058641
MAE,SVR,Black Sea,7,train,0.40855180879650865,0.5145517928724727
MAE,SVR,Central Anatolia,7,test,0.44773614813879153,0.5590589342117132
MAE,SVR,Central Anatolia,7,train,0.49057476598245825,0.5710764339905354
MAE,SVR,Eastern Anatolia,7,test,0.4233628036089809,0.4476007802060063
MAE,SVR,Eastern Anatolia,7,train,0.36220046333967887,0.42453302257497944
MAE,SVR,Marmara,7,test,0.5748455602303503,0.5778997637296964
MAE,SVR,Marmara,7,train,0.47822913468145567,0.4991591039780616
MAE,SVR,Mediterranean,7,test,0.5774069151158336,0.5216806073416852
MAE,SVR,Mediterranean,7,train,0.44837076364409933,0.5140700752660805
MAE,SVR,Southeastern Anatolia,7,test,0.5374046198054852,0.4646172435241287
MAE,SVR,Southeastern Anatolia,7,train,0.6254192282339276,0.7125802718007641
MAE,SVR,all_data,7,test,0.493432047580503,0.5153759248588498
MAE,SVR,all_data,7,train,0.44821557082180685,0.5061534492930001
MAE,SVR,Aegean,8,test,1.0353576293957036,1.051276037148211
MAE,SVR,Aegean,8,train,1.1379243688031326,1.1645243043619484
MAE,SVR,Black Sea,8,test,1.1332261444392762,1.161671101863849
MAE,SVR,Black Sea,8,train,1.0248126536363404,1.0885738048035072
MAE,SVR,Central Anatolia,8,test,1.1547345272761746,1.168734443942525
MAE,SVR,Central Anatolia,8,train,1.1357135116149106,1.149540935196493
MAE,SVR,Eastern Anatolia,8,test,1.1009352510762065,1.0953381802937066
MAE,SVR,Eastern Anatolia,8,train,0.9974131735738755,1.0284616014704437
MAE,SVR,Marmara,8,test,1.1276111389594377,1.1183686375736552
MAE,SVR,Marmara,8,train,1.1266921652178032,1.1575844851699053
MAE,SVR,Mediterranean,8,test,1.2879806535862348,1.2947958304283917
MAE,SVR,Mediterranean,8,train,1.1756616425664461,1.2515406771321584
MAE,SVR,Southeastern Anatolia,8,test,1.0794787427035053,1.078274443964771
MAE,SVR,Southeastern Anatolia,8,train,0.921755631877438,0.9685545038749067
MAE,SVR,all_data,8,test,1.127904611792689,1.1352951598373573
MAE,SVR,all_data,8,train,1.091398069141524,1.126898981740419
MAE,SVR,Aegean,9,test,0.502218114821098,0.49328453902245245
MAE,SVR,Aegean,9,train,0.43163010951168795,0.45059904442324816
MAE,SVR,Black Sea,9,test,0.44710930614688155,0.43363153113403574
MAE,SVR,Black Sea,9,train,0.37492235414430386,0.4330736923910114
MAE,SVR,Central Anatolia,9,test,0.5193135241597301,0.5414956746691032
MAE,SVR,Central Anatolia,9,train,0.4548486234867195,0.4771624304007407
MAE,SVR,Eastern Anatolia,9,test,0.5043528604962106,0.5302993063026176
MAE,SVR,Eastern Anatolia,9,train,0.5003058250461722,0.5672337607549067
MAE,SVR,Marmara,9,test,0.49931401994835256,0.5451211838046354
MAE,SVR,Marmara,9,train,0.4341841684060866,0.48752607647734564
MAE,SVR,Mediterranean,9,test,0.5434812606276146,0.49365995072763263
MAE,SVR,Mediterranean,9,train,0.4389420261505207,0.4655540350993193
MAE,SVR,Southeastern Anatolia,9,test,0.590419644663328,0.6286255416177998
MAE,SVR,Southeastern Anatolia,9,train,0.4575283528828455,0.5466174723786241
MAE,SVR,all_data,9,test,0.5105645382202851,0.5198125901707481
MAE,SVR,all_data,9,train,0.4458870543557049,0.4876428407091769
MAE,SVR,Aegean,10,test,0.5920060362343686,0.603371902004416
MAE,SVR,Aegean,10,train,0.5386778467342239,0.5600208597648052
MAE,SVR,Black Sea,10,test,0.4828641362258285,0.47552412341200684
MAE,SVR,Black Sea,10,train,0.48511121555121794,0.5099795064357545
MAE,SVR,Central Anatolia,10,test,0.5647470344818277,0.5622163332120992
MAE,SVR,Central Anatolia,10,train,0.5849451389244777,0.5911361772809184
MAE,SVR,Eastern Anatolia,10,test,0.5631731858378599,0.6246741270213653
MAE,SVR,Eastern Anatolia,10,train,0.5257468201154981,0.7135640511760972
MAE,SVR,Marmara,10,test,0.5447497627148028,0.7113072701285501
MAE,SVR,Marmara,10,train,0.5440474260512442,0.6858071709243057
MAE,SVR,Mediterranean,10,test,0.6822770707250236,0.6934129170389683
MAE,SVR,Mediterranean,10,train,0.5671811586620441,0.609340215324639
MAE,SVR,Southeastern Anatolia,10,test,0.5891220493813908,0.6666809184549
MAE,SVR,Southeastern Anatolia,10,train,0.5074216779387124,0.641750654675452
MAE,SVR,all_data,10,test,0.5738097743781145,0.6139371047025107
MAE,SVR,all_data,10,train,0.543591341885251,0.61646686870015
MAE,SVR,Aegean,11,test,0.6152506282373437,0.616169270205462
MAE,SVR,Aegean,11,train,0.5340235115782668,0.568720892240424
MAE,SVR,Black Sea,11,test,0.4818898553299233,0.4780965810881074
MAE,SVR,Black Sea,11,train,0.4831629435712188,0.513433481273254
MAE,SVR,Central Anatolia,11,test,0.5471830040976505,0.5656566175202707
MAE,SVR,Central Anatolia,11,train,0.5605839331107297,0.5872752265158444
MAE,SVR,Eastern Anatolia,11,test,0.53451084089155,0.6207433537262965
MAE,SVR,Eastern Anatolia,11,train,0.49783726823241276,0.723720113980099
MAE,SVR,Marmara,11,test,0.5717117615616413,0.7343223263795018
MAE,SVR,Marmara,11,train,0.5497734544059226,0.7015465442755277
MAE,SVR,Mediterranean,11,test,0.7170075199465595,0.6966018311626057
MAE,SVR,Mediterranean,11,train,0.5780277241115369,0.6223238304637974
MAE,SVR,Southeastern Anatolia,11,test,0.5937193395981352,0.6765787593415138
MAE,SVR,Southeastern Anatolia,11,train,0.5116945107725123,0.6598244831315574
MAE,SVR,all_data,11,test,0.5768060441812257,0.6206532522990723
MAE,SVR,all_data,11,train,0.5342848469246027,0.6240056173346222
MAE,SVR,Aegean,12,test,0.49602808650757135,0.49368563771942264
MAE,SVR,Aegean,12,train,0.4091847816700317,0.418101033523276
MAE,SVR,Black Sea,12,test,0.3181619018366674,0.33456281394848786
MAE,SVR,Black Sea,12,train,0.37481244360635263,0.39208275233594203
MAE,SVR,Central Anatolia,12,test,0.4007561871717491,0.44317164845948287
MAE,SVR,Central Anatolia,12,train,0.4705649507088089,0.4958243055594325
MAE,SVR,Eastern Anatolia,12,test,0.38879128930925555,0.3912888404176236
MAE,SVR,Eastern Anatolia,12,train,0.34037432077745866,0.39211724237233997
MAE,SVR,Marmara,12,test,0.4402501620167291,0.5242012060438116
MAE,SVR,Marmara,12,train,0.43536758238974493,0.48739363279076203
MAE,SVR,Mediterranean,12,test,0.5624738599115339,0.5663983374071662
MAE,SVR,Mediterranean,12,train,0.44986072863334214,0.5018979438584829
MAE,SVR,Southeastern Anatolia,12,test,0.49192072315820695,0.4531722539516706
MAE,SVR,Southeastern Anatolia,12,train,0.47304931300259945,0.5606051744860415
MAE,SVR,all_data,12,test,0.437559793197588,0.45799410270132196
MAE,SVR,all_data,12,train,0.41930075446430926,0.45555108262160887
MAE,SVR,Aegean,13,test,0.5258410826087885,0.5355579982874341
MAE,SVR,Aegean,13,train,0.4657185476458163,0.5009009822000837
MAE,SVR,Black Sea,13,test,0.35071161259980277,0.4201084863119799
MAE,SVR,Black Sea,13,train,0.4230696568308914,0.48706667778980395
MAE,SVR,Central Anatolia,13,test,0.4769483915511376,0.48428512495803205
MAE,SVR,Central Anatolia,13,train,0.4916352641898143,0.5125725056798113
MAE,SVR,Eastern Anatolia,13,test,0.42789459738298774,0.5484044665139987
MAE,SVR,Eastern Anatolia,13,train,0.3633114714315393,0.5679086972691966
MAE,SVR,Marmara,13,test,0.49941558975510814,0.569475063735421
MAE,SVR,Marmara,13,train,0.4984150272658698,0.5563341208421976
MAE,SVR,Mediterranean,13,test,0.6051448143801428,0.6421087025940306
MAE,SVR,Mediterranean,13,train,0.462792360180339,0.5232241591179384
MAE,SVR,Southeastern Anatolia,13,test,0.5768206961045115,0.5942717782709258
MAE,SVR,Southeastern Anatolia,13,train,0.47459245325058924,0.6649083494678463
MAE,SVR,all_data,13,test,0.4883439912203975,0.5353496430386184
MAE,SVR,all_data,13,train,0.45387587900550774,0.533429652567052
MAE,SVR,Aegean,14,test,0.237855918104145,0.2199389502262919
MAE,SVR,Aegean,14,train,0.1711772046573605,0.18626498626152244
MAE,SVR,Black Sea,14,test,0.2155487101897363,0.2101634104652531
MAE,SVR,Black Sea,14,train,0.14177209885581774,0.18625953933556436
MAE,SVR,Central Anatolia,14,test,0.18940362997266003,0.23639619467016923
MAE,SVR,Central Anatolia,14,train,0.15463036619545995,0.2036736511481467
MAE,SVR,Eastern Anatolia,14,test,0.17258273137237903,0.17962485921827154
MAE,SVR,Eastern Anatolia,14,train,0.14422409230162092,0.1638514675678089
MAE,SVR,Marmara,14,test,0.20283073055197154,0.24495347597812822
MAE,SVR,Marmara,14,train,0.17482236756841,0.22455122137730152
MAE,SVR,Mediterranean,14,test,0.24356973802730772,0.26669966123786826
MAE,SVR,Mediterranean,14,train,0.17356846149337016,0.25942241696255275
MAE,SVR,Southeastern Anatolia,14,test,0.25599899080077676,0.24200699963037328
MAE,SVR,Southeastern Anatolia,14,train,0.1560235402793937,0.18191007031914255
MAE,SVR,all_data,14,test,0.2100141462428892,0.22534949959526873
MAE,SVR,all_data,14,train,0.159555255035234,0.19942078094260096
MAE,SVR,Aegean,15,test,0.1290957594963702,0.11363823817708953
MAE,SVR,Aegean,15,train,0.10893231522758046,0.11670322659083324
MAE,SVR,Black Sea,15,test,0.1291109441251831,0.12353551898122729
MAE,SVR,Black Sea,15,train,0.09593833957665626,0.11491115433928917
MAE,SVR,Central Anatolia,15,test,0.10364028191940072,0.13621996282590385
MAE,SVR,Central Anatolia,15,train,0.09872734757295602,0.1290822129637762
MAE,SVR,Eastern Anatolia,15,test,0.08409268538567023,0.1007013167343889
MAE,SVR,Eastern Anatolia,15,train,0.07219791985183512,0.08343036088595807
MAE,SVR,Marmara,15,test,0.142046525790207,0.1645589935555239
MAE,SVR,Marmara,15,train,0.12298417912903882,0.14905732484509693
MAE,SVR,Mediterranean,15,test,0.11094382790719613,0.2008382957805735
MAE,SVR,Mediterranean,15,train,0.08546117726422706,0.161810564388574
MAE,SVR,Southeastern Anatolia,15,test,0.13670672164874992,0.13233660625417581
MAE,SVR,Southeastern Anatolia,15,train,0.09698054012625369,0.11548929283734848
MAE,SVR,all_data,15,test,0.11529086553636567,0.1353136495990909
MAE,SVR,all_data,15,train,0.09743138593243199,0.12285960250123647
MAE,SVR,Aegean,16,test,0.23168539969324506,0.2155031098226164
MAE,SVR,Aegean,16,train,0.17375472635680855,0.1883712007397185
MAE,SVR,Black Sea,16,test,0.22053325870050836,0.22799166463803713
MAE,SVR,Black Sea,16,train,0.14321252931790007,0.21090756939586452
MAE,SVR,Central Anatolia,16,test,0.19331955156312688,0.23926002735508084
MAE,SVR,Central Anatolia,16,train,0.1628231570013361,0.2195261610908558
MAE,SVR,Eastern Anatolia,16,test,0.16573155334373227,0.17760215700349413
MAE,SVR,Eastern Anatolia,16,train,0.14128289479284128,0.15583460172406433
MAE,SVR,Marmara,16,test,0.20578318479880336,0.2449875537244677
MAE,SVR,Marmara,16,train,0.17280578373120092,0.23170232828243081
MAE,SVR,Mediterranean,16,test,0.2486129170856819,0.25836537261145076
MAE,SVR,Mediterranean,16,train,0.16325093912659072,0.2600849758030225
MAE,SVR,Southeastern Anatolia,16,test,0.2506387983516847,0.24941939454373818
MAE,SVR,Southeastern Anatolia,16,train,0.13874091986244824,0.15825779460652387
MAE,SVR,all_data,16,test,0.2096434158714584,0.22604634597127052
MAE,SVR,all_data,16,train,0.15911970261718975,0.20422725706810604
NSE,GPR,Aegean,1,test,0.9208312546017008,0.9203488602257452
NSE,GPR,Aegean,1,train,0.9355321709824568,0.9321822775924996
NSE,GPR,Black Sea,1,test,0.9009537140630521,0.9042954810875435
NSE,GPR,Black Sea,1,train,0.9255523779225201,0.916669495728999
NSE,GPR,Central Anatolia,1,test,0.9549469535766035,0.9356820487298955
NSE,GPR,Central Anatolia,1,train,0.9574314852716592,0.9345623209951287
NSE,GPR,Eastern Anatolia,1,test,0.9478877058857034,0.9294201331284339
NSE,GPR,Eastern Anatolia,1,train,0.9552303204065653,0.9321047180046182
NSE,GPR,Marmara,1,test,0.9337694114944475,0.9201272305657068
NSE,GPR,Marmara,1,train,0.9315070379119483,0.9160135545490335
NSE,GPR,Mediterranean,1,test,0.8914577075266361,0.84852072617201
NSE,GPR,Mediterranean,1,train,0.8740913381604217,0.8176323327624759
NSE,GPR,Southeastern Anatolia,1,test,0.9466197736117345,0.9464665059242332
NSE,GPR,Southeastern Anatolia,1,train,0.9730845308876357,0.9672407026819098
NSE,GPR,all_data,1,test,0.9352640285363136,0.9213152032939638
NSE,GPR,all_data,1,train,0.9436786064403441,0.9259627743124303
NSE,GPR,Aegean,2,test,0.7228219717004503,0.7135024732764794
NSE,GPR,Aegean,2,train,0.7624755888595316,0.7364368862395383
NSE,GPR,Black Sea,2,test,0.6182041884844192,0.6274764408893241
NSE,GPR,Black Sea,2,train,0.7029311744229343,0.6429572538726753
NSE,GPR,Central Anatolia,2,test,0.8448510854537392,0.7390271866321094
NSE,GPR,Central Anatolia,2,train,0.8460510672824222,0.7243573353843386
NSE,GPR,Eastern Anatolia,2,test,0.8489872434502284,0.7934347588028909
NSE,GPR,Eastern Anatolia,2,train,0.8775494952293172,0.8422666663281437
NSE,GPR,Marmara,2,test,0.7271686590301124,0.6618583221597025
NSE,GPR,Marmara,2,train,0.6681014191967205,0.6034090878945025
NSE,GPR,Mediterranean,2,test,0.649743523734186,0.46705872649820435
NSE,GPR,Mediterranean,2,train,0.6984849523826292,0.3355794915821627
NSE,GPR,Southeastern Anatolia,2,test,0.8344926100363792,0.7940391492270774
NSE,GPR,Southeastern Anatolia,2,train,0.9026912336040726,0.8435423778634868
NSE,GPR,all_data,2,test,0.7773900950291426,0.7109503917356848
NSE,GPR,all_data,2,train,0.8043895166208265,0.7172107440019102
NSE,GPR,Aegean,3,test,0.9659655930453234,0.9746927471151072
NSE,GPR,Aegean,3,train,0.9823658826535083,0.9799839226338223
NSE,GPR,Black Sea,3,test,0.966065880388026,0.9647079726148061
NSE,GPR,Black Sea,3,train,0.9777096217827393,0.9642002096020614
NSE,GPR,Central Anatolia,3,test,0.980464259044196,0.9679873422815805
NSE,GPR,Central Anatolia,3,train,0.9856097732387615,0.9715318592448454
NSE,GPR,Eastern Anatolia,3,test,0.9752627806032884,0.9727034704410138
NSE,GPR,Eastern Anatolia,3,train,0.9866454836952873,0.9818806256641792
NSE,GPR,Marmara,3,test,0.9737175889461237,0.9612083415120943
NSE,GPR,Marmara,3,train,0.9773265545747575,0.9627542563387548
NSE,GPR,Mediterranean,3,test,0.9721307579223417,0.9521805543582926
NSE,GPR,Mediterranean,3,train,0.9718601039325401,0.9472830668869814
NSE,GPR,Southeastern Anatolia,3,test,0.9721831529730757,0.9810628524502938
NSE,GPR,Southeastern Anatolia,3,train,0.9913068024575235,0.9875906596011302
NSE,GPR,all_data,3,test,0.9741878405246602,0.9693210996224253
NSE,GPR,all_data,3,train,0.9835824718425458,0.9740289490171417
NSE,GPR,Aegean,4,test,0.6960855500901025,0.7175420503989798
NSE,GPR,Aegean,4,train,0.8541496665252454,0.843708278880758
NSE,GPR,Black Sea,4,test,0.7640709760900702,0.7572853943733804
NSE,GPR,Black Sea,4,train,0.777186411647677,0.7373540187197762
NSE,GPR,Central Anatolia,4,test,0.8469908085437688,0.7794473329924045
NSE,GPR,Central Anatolia,4,train,0.8200851150435047,0.7729701622578815
NSE,GPR,Eastern Anatolia,4,test,0.8318557069041803,0.8272320207769466
NSE,GPR,Eastern Anatolia,4,train,0.8389058486213812,0.8148663847137028
NSE,GPR,Marmara,4,test,0.7507993537306038,0.7406990358793111
NSE,GPR,Marmara,4,train,0.779687459189626,0.7711907930923705
NSE,GPR,Mediterranean,4,test,0.7223834730263795,0.7132826402847808
NSE,GPR,Mediterranean,4,train,0.725302879755599,0.6199488102789299
NSE,GPR,Southeastern Anatolia,4,test,0.7405520722166005,0.80051649170083
NSE,GPR,Southeastern Anatolia,4,train,0.8527795358105589,0.8292296717182281
NSE,GPR,all_data,4,test,0.7838142874497238,0.7729188453157936
NSE,GPR,all_data,4,train,0.8236935245705198,0.791396254262632
NSE,GPR,Aegean,5,test,0.6941937342439153,0.7143402109419337
NSE,GPR,Aegean,5,train,0.8345185347123032,0.8246540861518215
NSE,GPR,Black Sea,5,test,0.7750933445908509,0.7610098777758136
NSE,GPR,Black Sea,5,train,0.7887099156528843,0.7447713362738223
NSE,GPR,Central Anatolia,5,test,0.8273305290909798,0.7615299917242564
NSE,GPR,Central Anatolia,5,train,0.8132615599557617,0.7591137002717971
NSE,GPR,Eastern Anatolia,5,test,0.813269501637006,0.8240215023022578
NSE,GPR,Eastern Anatolia,5,train,0.8340786353387831,0.8199741214376988
NSE,GPR,Marmara,5,test,0.731306102066927,0.7193642402812952
NSE,GPR,Marmara,5,train,0.7732324666289351,0.7616766844872722
NSE,GPR,Mediterranean,5,test,0.7175593751902427,0.7347596561349079
NSE,GPR,Mediterranean,5,train,0.7366542841267498,0.6154701349605407
NSE,GPR,Southeastern Anatolia,5,test,0.8093817175319953,0.8257276574029337
NSE,GPR,Southeastern Anatolia,5,train,0.8228521933774048,0.7905708300172545
NSE,GPR,all_data,5,test,0.7791462483770724,0.7697256337423011
NSE,GPR,all_data,5,train,0.8155100834168619,0.7806515096623718
NSE,GPR,Aegean,6,test,0.6876247502767932,0.7171969620960041
NSE,GPR,Aegean,6,train,0.8569813597234105,0.8445389624079843
NSE,GPR,Black Sea,6,test,0.7759088490065359,0.7758062102833618
NSE,GPR,Black Sea,6,train,0.7807251525375278,0.749685139705616
NSE,GPR,Central Anatolia,6,test,0.8507913833166705,0.8028581018394183
NSE,GPR,Central Anatolia,6,train,0.8263224761712828,0.7910415464812631
NSE,GPR,Eastern Anatolia,6,test,0.8229133753914821,0.8258831056747631
NSE,GPR,Eastern Anatolia,6,train,0.835410123941452,0.8005451081277271
NSE,GPR,Marmara,6,test,0.7348525901572316,0.7111206149772358
NSE,GPR,Marmara,6,train,0.7765490154184831,0.7583634835970098
NSE,GPR,Mediterranean,6,test,0.7107724006453264,0.701303672932652
NSE,GPR,Mediterranean,6,train,0.7440139204465035,0.6240398470117373
NSE,GPR,Southeastern Anatolia,6,test,0.7650231958823595,0.7914821293809581
NSE,GPR,Southeastern Anatolia,6,train,0.8471528843260092,0.8153733512360253
NSE,GPR,all_data,6,test,0.7814677523296659,0.7741388751117474
NSE,GPR,all_data,6,train,0.8260361831882344,0.7918461553672798
NSE,GPR,Aegean,7,test,0.7900620182894222,0.815645255280482
NSE,GPR,Aegean,7,train,0.9073393111095407,0.8959287921842568
NSE,GPR,Black Sea,7,test,0.9111326164751002,0.8718322074047161
NSE,GPR,Black Sea,7,train,0.8709578009345966,0.80919490071695
NSE,GPR,Central Anatolia,7,test,0.9050908439351899,0.859317009387915
NSE,GPR,Central Anatolia,7,train,0.8826747679930019,0.8479387238560743
NSE,GPR,Eastern Anatolia,7,test,0.8927833960045458,0.8906375330846479
