metric,algorithm,region,input_combo,dataset,region_metric,general_metric
RMSE,GPR,Mediterranean,1,test,0.5645273472755037,0.6669021192704973
RMSE,GPR,Mediterranean,1,train,0.5553179561474836,0.6683251951261734
RMSE,GPR,Southeastern Anatolia,1,test,0.4883795130791899,0.4890801390457507
RMSE,GPR,Southeastern Anatolia,1,train,0.3890939359670904,0.42926034907468136
RMSE,GPR,all_data,1,test,0.4564586435432934,0.5032386794578039
RMSE,GPR,all_data,1,train,0.4316648478687313,0.49492005908411274
RMSE,GPR,Aegean,2,test,0.9008574800577166,0.9158769453044676
RMSE,GPR,Aegean,2,train,0.9066281336295974,0.9550308075558515
RMSE,GPR,Black Sea,2,test,0.9631533519661125,0.9513859475058092
RMSE,GPR,Black Sea,2,train,0.8301920785546892,0.9101440883667883
RMSE,GPR,Central Anatolia,2,test,0.7286026308932589,0.9449612462350254
RMSE,GPR,Central Anatolia,2,train,0.7302656497707485,0.9771601586486591
RMSE,GPR,Eastern Anatolia,2,test,0.7037697837155004,0.8230996578614205
RMSE,GPR,Eastern Anatolia,2,train,0.6400750803856587,0.7264611111557722
RMSE,GPR,Marmara,2,test,0.8696063286429272,0.9681104645629616
RMSE,GPR,Marmara,2,train,0.9153850630907233,1.0006276579282076
RMSE,GPR,Mediterranean,2,test,1.0140948503616778,1.2509074180376123
RMSE,GPR,Mediterranean,2,train,0.8593466890767805,1.2756614368322747
RMSE,GPR,Southeastern Anatolia,2,test,0.8599553978267116,0.9593113226568043
RMSE,GPR,Southeastern Anatolia,2,train,0.7398257942586743,0.9381058588832357
RMSE,GPR,all_data,2,test,0.846449090405897,0.9645278966251755
RMSE,GPR,all_data,2,train,0.8044629569313012,0.9672560180180422
RMSE,GPR,Aegean,3,test,0.31567179671388335,0.27220693833613635
RMSE,GPR,Aegean,3,train,0.2470312692267978,0.26318707169407385
RMSE,GPR,Black Sea,3,test,0.28714294727983264,0.2928317509776975
RMSE,GPR,Black Sea,3,train,0.22740958427793367,0.28819755196349417
RMSE,GPR,Central Anatolia,3,test,0.25854212157894224,0.33096131228925973
RMSE,GPR,Central Anatolia,3,train,0.2232679323058496,0.31403068302447795
RMSE,GPR,Eastern Anatolia,3,test,0.28483886028805844,0.2992109730081422
RMSE,GPR,Eastern Anatolia,3,train,0.21138039781266135,0.24621937708310226
RMSE,GPR,Marmara,3,test,0.26990328138511543,0.3279025067433902
RMSE,GPR,Marmara,3,train,0.23925437265995447,0.30664751441904975
RMSE,GPR,Mediterranean,3,test,0.2860540291079321,0.37470350785274176
RMSE,GPR,Mediterranean,3,train,0.26252771404611214,0.35932627952093077
RMSE,GPR,Southeastern Anatolia,3,test,0.352550376635166,0.29088713443347597
RMSE,GPR,Southeastern Anatolia,3,train,0.221127756576352,0.26419697120107083
RMSE,GPR,all_data,3,test,0.2882310543089018,0.31423061477285513
RMSE,GPR,all_data,3,train,0.23305792353599483,0.2931262757519895
RMSE,GPR,Aegean,4,test,0.9433054925006115,0.9093971514411323
RMSE,GPR,Aegean,4,train,0.710442247865753,0.7354328983224361
RMSE,GPR,Black Sea,4,test,0.7571301592206339,0.767940931452188
RMSE,GPR,Black Sea,4,train,0.7189867416848369,0.7806123636871511
RMSE,GPR,Central Anatolia,4,test,0.7235609569080235,0.8687054001496591
RMSE,GPR,Central Anatolia,4,train,0.7894526361987053,0.8868169819165056
RMSE,GPR,Eastern Anatolia,4,test,0.7426169622438987,0.7527580797475131
RMSE,GPR,Eastern Anatolia,4,train,0.7341596577761175,0.7870335945372829
RMSE,GPR,Marmara,4,test,0.8310939963224517,0.8477691890075079
RMSE,GPR,Marmara,4,train,0.7457971739726819,0.7600424893044472
RMSE,GPR,Mediterranean,4,test,0.902834504709411,0.9175135456034355
RMSE,GPR,Mediterranean,4,train,0.820240040328062,0.9647948145896805
RMSE,GPR,Southeastern Anatolia,4,test,1.0766941044546492,0.9441059412028979
RMSE,GPR,Southeastern Anatolia,4,train,0.9099920054924978,0.9800758597724818
RMSE,GPR,all_data,4,test,0.8341460446363785,0.8549075400544982
RMSE,GPR,all_data,4,train,0.7637375075458155,0.8307513181503233
RMSE,GPR,Aegean,5,test,0.9462368959646564,0.9145369227091592
RMSE,GPR,Aegean,5,train,0.7567453227967745,0.7789738727348569
RMSE,GPR,Black Sea,5,test,0.7392324353218576,0.7620260819756108
RMSE,GPR,Black Sea,5,train,0.7001475988543474,0.7695108874636303
RMSE,GPR,Central Anatolia,5,test,0.7686420567072825,0.9033025738868318
RMSE,GPR,Central Anatolia,5,train,0.8042839364268927,0.9134790294599072
RMSE,GPR,Eastern Anatolia,5,test,0.7825848336261721,0.7597200740067517
RMSE,GPR,Eastern Anatolia,5,train,0.7450780771128156,0.7761007427780341
RMSE,GPR,Marmara,5,test,0.8629874196402805,0.8819563019355833
RMSE,GPR,Marmara,5,train,0.7566439464975853,0.7756832078485322
RMSE,GPR,Mediterranean,5,test,0.9106449258819838,0.8824808327466281
RMSE,GPR,Mediterranean,5,train,0.80311371260251,0.9704629287727
RMSE,GPR,Southeastern Anatolia,5,test,0.922889081390677,0.882432442340684
RMSE,GPR,Southeastern Anatolia,5,train,0.998208756565353,1.085355649890406
RMSE,GPR,all_data,5,test,0.8431036917878889,0.8608974043146173
RMSE,GPR,all_data,5,train,0.7812612876302525,0.851877823610623
RMSE,GPR,Aegean,6,test,0.9563458917448778,0.9099525022940164
RMSE,GPR,Aegean,6,train,0.7035118042625395,0.7334758979883275
RMSE,GPR,Black Sea,6,test,0.7378910015091255,0.7380599673957124
RMSE,GPR,Black Sea,6,train,0.7132543915025086,0.7620673619694734
RMSE,GPR,Central Anatolia,6,test,0.7145182343194699,0.8213075803828839
RMSE,GPR,Central Anatolia,6,train,0.7756473996959776,0.8507902500376238
RMSE,GPR,Eastern Anatolia,6,test,0.7621082780475852,0.755691008802507
RMSE,GPR,Eastern Anatolia,6,train,0.7420824976198792,0.816907673858702
RMSE,GPR,Marmara,6,test,0.8572732204028317,0.8948162005615227
RMSE,GPR,Marmara,6,train,0.7510904847406873,0.7810564205913049
RMSE,GPR,Mediterranean,6,test,0.9215212549390687,0.9364841501824326
RMSE,GPR,Mediterranean,6,train,0.7918120141507194,0.9595880286004612
RMSE,GPR,Southeastern Anatolia,6,test,1.0246598711929211,0.9652479157054815
RMSE,GPR,Southeastern Anatolia,6,train,0.9272185454575019,1.0190621678491263
RMSE,GPR,all_data,6,test,0.8386608439606025,0.8526078833805666
RMSE,GPR,all_data,6,train,0.7586464879117951,0.8298549831533478
RMSE,GPR,Aegean,7,test,0.7840110743710795,0.7346895255278612
RMSE,GPR,Aegean,7,train,0.5662690543839098,0.6001231275620601
RMSE,GPR,Black Sea,7,test,0.4646768721993409,0.5580451177181842
RMSE,GPR,Black Sea,7,train,0.5471619935764452,0.6653421450903015
RMSE,GPR,Central Anatolia,7,test,0.5698629476367623,0.6938045765865155
RMSE,GPR,Central Anatolia,7,train,0.6375118215519726,0.7257747369275203
RMSE,GPR,Eastern Anatolia,7,test,0.593000176351253,0.5989050126584323
RMSE,GPR,Eastern Anatolia,7,train,0.5135345373588615,0.5830755956610817
RMSE,GPR,Marmara,7,test,0.7418783309336601,0.7491247027289034
RMSE,GPR,Marmara,7,train,0.6441171237866204,0.669033508827597
RMSE,GPR,Mediterranean,7,test,0.7464430702787045,0.657568980831548
RMSE,GPR,Mediterranean,7,train,0.5878851728698697,0.6896637555549121
RMSE,GPR,Southeastern Anatolia,7,test,0.726945718028706,0.6390867642278254
RMSE,GPR,Southeastern Anatolia,7,train,0.8069174019646795,0.9113338342543228
RMSE,GPR,all_data,7,test,0.6648409230094598,0.6734577817254593
RMSE,GPR,all_data,7,train,0.6021535757427073,0.6743388651800202
RMSE,GPR,Aegean,8,test,1.3301856878051386,1.3055216184628322
RMSE,GPR,Aegean,8,train,1.4262116665891926,1.4394029826296133
RMSE,GPR,Black Sea,8,test,1.355269730153166,1.3668891381319417
RMSE,GPR,Black Sea,8,train,1.2506518881630835,1.2840993546889343
RMSE,GPR,Central Anatolia,8,test,1.4176123874762774,1.429178366823104
RMSE,GPR,Central Anatolia,8,train,1.397082898311247,1.4107879015431894
RMSE,GPR,Eastern Anatolia,8,test,1.3262384726975074,1.3479368092828674
RMSE,GPR,Eastern Anatolia,8,train,1.250725152420487,1.311186619804859
RMSE,GPR,Marmara,8,test,1.4066531616319669,1.3593681734746679
RMSE,GPR,Marmara,8,train,1.3773452972075981,1.3915462163395709
RMSE,GPR,Mediterranean,8,test,1.6027050358531838,1.5515228401924526
RMSE,GPR,Mediterranean,8,train,1.3999610798007254,1.4730835687774597
RMSE,GPR,Southeastern Anatolia,8,test,1.3880828415874393,1.3794835217567996
RMSE,GPR,Southeastern Anatolia,8,train,1.222187533075295,1.3019206781671986
RMSE,GPR,all_data,8,test,1.399189995105077,1.3889194730101355
RMSE,GPR,all_data,8,train,1.3515280909157164,1.3852012379756644
RMSE,GPR,Aegean,9,test,0.7134488975304625,0.6491973668697129
RMSE,GPR,Aegean,9,train,0.5584090712570597,0.5817647373309393
RMSE,GPR,Black Sea,9,test,0.5685931584191684,0.5423167432477892
RMSE,GPR,Black Sea,9,train,0.49789927073264384,0.5595453497414593
RMSE,GPR,Central Anatolia,9,test,0.6803847572918817,0.7072033378746309
RMSE,GPR,Central Anatolia,9,train,0.6125244099330563,0.6407687128509983
RMSE,GPR,Eastern Anatolia,9,test,0.6747281820338317,0.7070629986356083
RMSE,GPR,Eastern Anatolia,9,train,0.6604138538235378,0.7523382516898316
RMSE,GPR,Marmara,9,test,0.6511592124017589,0.6874278363093099
RMSE,GPR,Marmara,9,train,0.5617236105798349,0.6239313097231346
RMSE,GPR,Mediterranean,9,test,0.7723562280141396,0.6561253388108035
RMSE,GPR,Mediterranean,9,train,0.5786146354406441,0.5998712461746604
RMSE,GPR,Southeastern Anatolia,9,test,0.7791870591994686,0.8344544295114137
RMSE,GPR,Southeastern Anatolia,9,train,0.6225277087138767,0.7298369726125563
RMSE,GPR,all_data,9,test,0.6892722984279357,0.6817480597791872
RMSE,GPR,all_data,9,train,0.5908066668926825,0.6425529249517596
RMSE,GPR,Aegean,10,test,0.7754151285439725,0.7959869752026566
RMSE,GPR,Aegean,10,train,0.6964948974492762,0.7183841576641673
RMSE,GPR,Black Sea,10,test,0.6326180467185734,0.6246151669915221
RMSE,GPR,Black Sea,10,train,0.6394291914717091,0.6623230666420066
RMSE,GPR,Central Anatolia,10,test,0.7308609180100688,0.7421093053626734
RMSE,GPR,Central Anatolia,10,train,0.7698797548643911,0.7814233990220638
RMSE,GPR,Eastern Anatolia,10,test,0.7551860121895718,0.8657003884533938
RMSE,GPR,Eastern Anatolia,10,train,0.697185477200117,0.9499186398492242
RMSE,GPR,Marmara,10,test,0.7228803295832775,0.8839349874218692
RMSE,GPR,Marmara,10,train,0.7077228456520163,0.8625787404351603
RMSE,GPR,Mediterranean,10,test,0.8995475006680743,0.909920299279344
RMSE,GPR,Mediterranean,10,train,0.751375964362965,0.7898136798507486
RMSE,GPR,Southeastern Anatolia,10,test,0.7903740850137573,0.8709951625694353
RMSE,GPR,Southeastern Anatolia,10,train,0.6741570125151021,0.8269376971553439
RMSE,GPR,all_data,10,test,0.7587340042719491,0.8134305935895548
RMSE,GPR,all_data,10,train,0.7150263433367323,0.8066142294299015
RMSE,GPR,Aegean,11,test,0.785612795744895,0.8046572634040856
RMSE,GPR,Aegean,11,train,0.6986194549493998,0.7398588816424906
RMSE,GPR,Black Sea,11,test,0.6319019738531335,0.6329202498696933
RMSE,GPR,Black Sea,11,train,0.6435089720650756,0.6689764425815627
RMSE,GPR,Central Anatolia,11,test,0.7032169866835906,0.7375412315651955
RMSE,GPR,Central Anatolia,11,train,0.7331028083590364,0.7690040044017521
RMSE,GPR,Eastern Anatolia,11,test,0.6943445697650429,0.8457820688735437
RMSE,GPR,Eastern Anatolia,11,train,0.6653102636899,0.9261797825903331
RMSE,GPR,Marmara,11,test,0.774287268660941,0.9171071427370476
RMSE,GPR,Marmara,11,train,0.7143454820297431,0.880297687694267
RMSE,GPR,Mediterranean,11,test,0.9525352498292179,0.9238225966910076
RMSE,GPR,Mediterranean,11,train,0.73847084833373,0.7927212069973707
RMSE,GPR,Southeastern Anatolia,11,test,0.7702854786958707,0.8848343751447719
RMSE,GPR,Southeastern Anatolia,11,train,0.6805174594672189,0.8569403430343326
RMSE,GPR,all_data,11,test,0.7572501231021405,0.8184977257527969
RMSE,GPR,all_data,11,train,0.701249832946663,0.8079768649116822
RMSE,GPR,Aegean,12,test,0.6649600959038363,0.6623632145919222
RMSE,GPR,Aegean,12,train,0.5290429773158252,0.5415884787550876
RMSE,GPR,Black Sea,12,test,0.4186036487395707,0.45944685967095994
RMSE,GPR,Black Sea,12,train,0.5014728761225093,0.5170359723967625
RMSE,GPR,Central Anatolia,12,test,0.519145657165621,0.5815150343748712
RMSE,GPR,Central Anatolia,12,train,0.6222639877475848,0.6593925381047924
RMSE,GPR,Eastern Anatolia,12,test,0.5475447631824595,0.5374667646234073
RMSE,GPR,Eastern Anatolia,12,train,0.4788660131713082,0.54397370998731
RMSE,GPR,Marmara,12,test,0.5829469135797606,0.676137684952779
RMSE,GPR,Marmara,12,train,0.5759753112108459,0.6320823476221489
RMSE,GPR,Mediterranean,12,test,0.7312719482029929,0.7250919939400238
RMSE,GPR,Mediterranean,12,train,0.5743247226600062,0.6529742364069281
RMSE,GPR,Southeastern Anatolia,12,test,0.6399444120747797,0.6189230747643331
RMSE,GPR,Southeastern Anatolia,12,train,0.6100893865401416,0.707831418376714
RMSE,GPR,all_data,12,test,0.5884879373371571,0.6128251651450339
RMSE,GPR,all_data,12,train,0.5571976605363991,0.6038250727680736
RMSE,GPR,Aegean,13,test,0.6928707907255526,0.7122649397658625
RMSE,GPR,Aegean,13,train,0.6197903290353246,0.6625510503954215
RMSE,GPR,Black Sea,13,test,0.4364141754498427,0.56122663490068
RMSE,GPR,Black Sea,13,train,0.5752271738876202,0.6369715659062246
RMSE,GPR,Central Anatolia,13,test,0.5928622730528332,0.6219163137711978
RMSE,GPR,Central Anatolia,13,train,0.6415947960843286,0.6705204653797568
RMSE,GPR,Eastern Anatolia,13,test,0.5827719252559973,0.6991265422824139
RMSE,GPR,Eastern Anatolia,13,train,0.49375842834306355,0.7203675501624849
RMSE,GPR,Marmara,13,test,0.6572661174738819,0.7246536809224657
RMSE,GPR,Marmara,13,train,0.6509147151435227,0.7170969674256789
RMSE,GPR,Mediterranean,13,test,0.8032100130756799,0.8348766255635239
RMSE,GPR,Mediterranean,13,train,0.6064599848621536,0.6642572414816935
RMSE,GPR,Southeastern Anatolia,13,test,0.7173949709826288,0.7865945146714776
RMSE,GPR,Southeastern Anatolia,13,train,0.6285953186022472,0.8777515249352889
RMSE,GPR,all_data,13,test,0.6416866585870772,0.6992388881781436
RMSE,GPR,all_data,13,train,0.60370022878203,0.6940004241072116
RMSE,GPR,Aegean,14,test,0.3091101652958033,0.2815221425911371
RMSE,GPR,Aegean,14,train,0.2478808600201146,0.26776544404148683
RMSE,GPR,Black Sea,14,test,0.2866299901124113,0.29836955356438216
RMSE,GPR,Black Sea,14,train,0.22319296610030265,0.29604373734499756
RMSE,GPR,Central Anatolia,14,test,0.255140194729627,0.3125300731531325
RMSE,GPR,Central Anatolia,14,train,0.2146982111174813,0.2895060809812328
RMSE,GPR,Eastern Anatolia,14,test,0.283584253195739,0.29582130195805084
RMSE,GPR,Eastern Anatolia,14,train,0.21234762616592404,0.23735435786084272
RMSE,GPR,Marmara,14,test,0.2725603387841833,0.3444021060695034
RMSE,GPR,Marmara,14,train,0.23756968843667015,0.32032746422004266
RMSE,GPR,Mediterranean,14,test,0.37575041802773645,0.40293049232021866
RMSE,GPR,Mediterranean,14,train,0.25804892673585994,0.38518176624640693
RMSE,GPR,Southeastern Anatolia,14,test,0.35818504603946255,0.2966566698275568
RMSE,GPR,Southeastern Anatolia,14,train,0.21712026504929896,0.2887979945594796
RMSE,GPR,all_data,14,test,0.29847472584059004,0.3181952118091769
RMSE,GPR,all_data,14,train,0.2301054819471051,0.2946522374338949
RMSE,GPR,Aegean,15,test,0.17735498958325424,0.15872341267572612
RMSE,GPR,Aegean,15,train,0.15268444616440713,0.16468564126635218
RMSE,GPR,Black Sea,15,test,0.16084015428996715,0.16127632612473433
RMSE,GPR,Black Sea,15,train,0.14172576923122598,0.17213137572782994
RMSE,GPR,Central Anatolia,15,test,0.1352943308995214,0.18235275851575317
RMSE,GPR,Central Anatolia,15,train,0.13669013579392786,0.19159273834304966
RMSE,GPR,Eastern Anatolia,15,test,0.11724103657603793,0.15554936803290798
RMSE,GPR,Eastern Anatolia,15,train,0.0955962472722381,0.12568375656775443
RMSE,GPR,Marmara,15,test,0.18405901651386414,0.2193746279393451
RMSE,GPR,Marmara,15,train,0.16641368247277769,0.20808255474435144
RMSE,GPR,Mediterranean,15,test,0.2032354207568866,0.31274742619500523
RMSE,GPR,Mediterranean,15,train,0.1187381557290683,0.23548948242422943
RMSE,GPR,Southeastern Anatolia,15,test,0.19958399146622682,0.17903114178917814
RMSE,GPR,Southeastern Anatolia,15,train,0.14887355512949804,0.1760553646956135
RMSE,GPR,all_data,15,test,0.16341413421647497,0.1969309596659306
RMSE,GPR,all_data,15,train,0.1376160430681534,0.1820916040601468
RMSE,GPR,Aegean,16,test,0.31654097950768206,0.2775101753305674
RMSE,GPR,Aegean,16,train,0.24424232218098438,0.2625810990970722
RMSE,GPR,Black Sea,16,test,0.28023425412588315,0.29492841261367325
RMSE,GPR,Black Sea,16,train,0.22067700395856418,0.26956217095454316
RMSE,GPR,Central Anatolia,16,test,0.25326589216386297,0.32344476420090473
RMSE,GPR,Central Anatolia,16,train,0.21962183136858288,0.3017054506425596
RMSE,GPR,Eastern Anatolia,16,test,0.2792065273362335,0.30264004061824873
RMSE,GPR,Eastern Anatolia,16,train,0.20403601206971878,0.23157999258824336
RMSE,GPR,Marmara,16,test,0.27797488235620155,0.31040880688382394
RMSE,GPR,Marmara,16,train,0.23647346779894476,0.2895482868103529
RMSE,GPR,Mediterranean,16,test,0.3922889230354272,0.375736910414397
RMSE,GPR,Mediterranean,16,train,0.25301442487949194,0.352755276682921
RMSE,GPR,Southeastern Anatolia,16,test,0.3311416602618188,0.3279137261509512
RMSE,GPR,Southeastern Anatolia,16,train,0.1939248116865806,0.22592536375926658
RMSE,GPR,all_data,16,test,0.2994916444724341,0.3140903817998578
RMSE,GPR,all_data,16,train,0.22687086482933186,0.28080230342495777
RMSE,Polynomial,Aegean,1,test,0.518024770465271,0.5210671686188029
RMSE,Polynomial,Aegean,1,train,0.4915143806914867,0.5049451151093314
RMSE,Polynomial,Black Sea,1,test,0.5000249645983557,0.5027436276697385
RMSE,Polynomial,Black Sea,1,train,0.44550667495692253,0.4564121665105166
RMSE,Polynomial,Central Anatolia,1,test,0.4052930283412163,0.4761709148232097
RMSE,Polynomial,Central Anatolia,1,train,0.40250094812451126,0.49047297634735576
RMSE,Polynomial,Eastern Anatolia,1,test,0.4267138576448314,0.4871071740028431
RMSE,Polynomial,Eastern Anatolia,1,train,0.40490422676333676,0.48234067629742344
RMSE,Polynomial,Marmara,1,test,0.44227038355708015,0.4906288641694518
RMSE,Polynomial,Marmara,1,train,0.4318042637802648,0.47967124458519456
RMSE,Polynomial,Mediterranean,1,test,0.6062614454464439,0.699577691123633
RMSE,Polynomial,Mediterranean,1,train,0.5656141037932606,0.6996902303517888
RMSE,Polynomial,Southeastern Anatolia,1,test,0.4897106654698148,0.574385258388137
RMSE,Polynomial,Southeastern Anatolia,1,train,0.40261066724753464,0.44076668351806264
RMSE,Polynomial,all_data,1,test,0.4772272478061781,0.5273497854922897
RMSE,Polynomial,all_data,1,train,0.44944938732093925,0.5121016529764866
RMSE,Polynomial,Aegean,2,test,0.9636277337659908,0.9522542365275558
RMSE,Polynomial,Aegean,2,train,0.991220051142821,1.015507094249867
RMSE,Polynomial,Black Sea,2,test,1.0383585680090675,1.0072958807998498
RMSE,Polynomial,Black Sea,2,train,0.8918528587518141,0.935465974824869
RMSE,Polynomial,Central Anatolia,2,test,0.7814449540948772,0.981546976407863
RMSE,Polynomial,Central Anatolia,2,train,0.7828202624985651,1.0134616040928588
RMSE,Polynomial,Eastern Anatolia,2,test,0.7541386098313441,0.8590198564490669
RMSE,Polynomial,Eastern Anatolia,2,train,0.6889484741174795,0.7544688624578232
RMSE,Polynomial,Marmara,2,test,0.915225938451072,1.0162795062869263
RMSE,Polynomial,Marmara,2,train,0.99228150335435,1.0475941275619158
RMSE,Polynomial,Mediterranean,2,test,0.9720683073663982,1.304313135203553
RMSE,Polynomial,Mediterranean,2,train,0.9494383756032302,1.3523269886381908
RMSE,Polynomial,Southeastern Anatolia,2,test,0.8982230952713287,0.9504667307161732
RMSE,Polynomial,Southeastern Anatolia,2,train,0.8317802043284398,0.9668829243263056
RMSE,Polynomial,all_data,2,test,0.8886074324772957,1.0040897329225547
RMSE,Polynomial,all_data,2,train,0.8742479493989522,1.0125834244620928
RMSE,Polynomial,Aegean,3,test,0.3507380371143011,0.34230637792618135
RMSE,Polynomial,Aegean,3,train,0.2969238603449455,0.3027970916811487
RMSE,Polynomial,Black Sea,3,test,0.33384990676865217,0.3257808280035124
RMSE,Polynomial,Black Sea,3,train,0.2921498106091853,0.3286667622949539
RMSE,Polynomial,Central Anatolia,3,test,0.28643626871575106,0.3511851604085443
RMSE,Polynomial,Central Anatolia,3,train,0.26664429401063594,0.34980242136319234
RMSE,Polynomial,Eastern Anatolia,3,test,0.32481201800673626,0.3438223784049078
RMSE,Polynomial,Eastern Anatolia,3,train,0.27906676523167856,0.30913284975892935
RMSE,Polynomial,Marmara,3,test,0.30808348003958275,0.3683119478833898
RMSE,Polynomial,Marmara,3,train,0.2824419445658499,0.3441568890350278
RMSE,Polynomial,Mediterranean,3,test,0.3599559435057468,0.4462706237820421
RMSE,Polynomial,Mediterranean,3,train,0.3425469444273648,0.44936295096431017
RMSE,Polynomial,Southeastern Anatolia,3,test,0.3788903964356735,0.3852461069038146
RMSE,Polynomial,Southeastern Anatolia,3,train,0.25101012734319045,0.291695847785831
RMSE,Polynomial,all_data,3,test,0.3283060676569117,0.36258987757341843
RMSE,Polynomial,all_data,3,train,0.2878162251994685,0.34145207065824795
RMSE,Polynomial,Aegean,4,test,0.946861130262669,0.9261575829975114
RMSE,Polynomial,Aegean,4,train,0.7164997364434524,0.7295661551720032
RMSE,Polynomial,Black Sea,4,test,0.7372920832286086,0.774121302996617
RMSE,Polynomial,Black Sea,4,train,0.7274150586360957,0.7878304332743343
RMSE,Polynomial,Central Anatolia,4,test,0.7260064202809045,0.8884986066348529
RMSE,Polynomial,Central Anatolia,4,train,0.7983763399124932,0.9056385918580949
RMSE,Polynomial,Eastern Anatolia,4,test,0.7559482291812762,0.7563230145462879
RMSE,Polynomial,Eastern Anatolia,4,train,0.7544569126939158,0.794656216970554
RMSE,Polynomial,Marmara,4,test,0.825490029397851,0.8513545978512902
RMSE,Polynomial,Marmara,4,train,0.7467733849234323,0.7606816551371599
RMSE,Polynomial,Mediterranean,4,test,0.9133120054565379,0.9123480302457697
RMSE,Polynomial,Mediterranean,4,train,0.8367966012578685,0.9918076596020472
RMSE,Polynomial,Southeastern Anatolia,4,test,1.097095012198405,0.9973503773463046
RMSE,Polynomial,Southeastern Anatolia,4,train,0.9172803147390798,0.9876352284086688
RMSE,Polynomial,all_data,4,test,0.8379365501255669,0.8672583722816214
RMSE,Polynomial,all_data,4,train,0.7737821886727776,0.840455644892524
RMSE,Polynomial,Aegean,5,test,0.9497149435953509,0.931014680297485
RMSE,Polynomial,Aegean,5,train,0.7604271977501843,0.7707367997774214
RMSE,Polynomial,Black Sea,5,test,0.7470765133189101,0.7726352803103588
RMSE,Polynomial,Black Sea,5,train,0.7119807339539183,0.7817955250317322
RMSE,Polynomial,Central Anatolia,5,test,0.7586098590780723,0.9036534096330318
RMSE,Polynomial,Central Anatolia,5,train,0.8135244821285308,0.9204682206123286
RMSE,Polynomial,Eastern Anatolia,5,test,0.776287912246039,0.7586247317449815
RMSE,Polynomial,Eastern Anatolia,5,train,0.7603437770911154,0.7846034430747638
RMSE,Polynomial,Marmara,5,test,0.8570230252284978,0.8732251859396488
RMSE,Polynomial,Marmara,5,train,0.7651712274616451,0.7723387449797168
RMSE,Polynomial,Mediterranean,5,test,0.9127739006490398,0.8960756181838545
RMSE,Polynomial,Mediterranean,5,train,0.8170798831827997,1.0086158502290394
RMSE,Polynomial,Southeastern Anatolia,5,test,0.9389294491449207,0.9244286390302583
RMSE,Polynomial,Southeastern Anatolia,5,train,1.007519639344681,1.056927099225359
RMSE,Polynomial,all_data,5,test,0.8419460850216701,0.868074040413319
RMSE,Polynomial,all_data,5,train,0.7911694818998151,0.857151919532555
RMSE,Polynomial,Aegean,6,test,0.949787165325712,0.9189772376007139
RMSE,Polynomial,Aegean,6,train,0.7147359576167988,0.7380218069114451
RMSE,Polynomial,Black Sea,6,test,0.7449440866378968,0.7266397677375087
RMSE,Polynomial,Black Sea,6,train,0.7295214544859685,0.7706051843949155
RMSE,Polynomial,Central Anatolia,6,test,0.7187638197089204,0.8562893519427461
RMSE,Polynomial,Central Anatolia,6,train,0.7857671257196038,0.8824340678840064
RMSE,Polynomial,Eastern Anatolia,6,test,0.7727130680704255,0.7536774034598234
RMSE,Polynomial,Eastern Anatolia,6,train,0.7640341735210413,0.8206103263019556
RMSE,Polynomial,Marmara,6,test,0.8510557074458653,0.8969827207986759
RMSE,Polynomial,Marmara,6,train,0.7567022939713608,0.7844885041045038
RMSE,Polynomial,Mediterranean,6,test,0.9120088758929245,0.9282407115619539
RMSE,Polynomial,Mediterranean,6,train,0.8157695049049886,0.9866533935564518
RMSE,Polynomial,Southeastern Anatolia,6,test,1.0465017949025712,1.0020631688050956
RMSE,Polynomial,Southeastern Anatolia,6,train,0.9341592491903297,1.0062828449964785
RMSE,Polynomial,all_data,6,test,0.8400211305299979,0.86249621405383
RMSE,Polynomial,all_data,6,train,0.7723686341156561,0.8425767764372084
RMSE,Polynomial,Aegean,7,test,0.824122838096717,0.8025928886446241
RMSE,Polynomial,Aegean,7,train,0.6025719066872338,0.6232853890357938
RMSE,Polynomial,Black Sea,7,test,0.506459318450544,0.5910071190891237
RMSE,Polynomial,Black Sea,7,train,0.5957269382124061,0.6923266027838201
RMSE,Polynomial,Central Anatolia,7,test,0.5919260130852959,0.7433504850131426
RMSE,Polynomial,Central Anatolia,7,train,0.6766354687308429,0.7746591673131747
RMSE,Polynomial,Eastern Anatolia,7,test,0.6259478595731806,0.6263980327122447
RMSE,Polynomial,Eastern Anatolia,7,train,0.5815576614753978,0.6323400767941604
RMSE,Polynomial,Marmara,7,test,0.777373284079476,0.7972955127192342
RMSE,Polynomial,Marmara,7,train,0.6694495360295705,0.6927394839858103
RMSE,Polynomial,Mediterranean,7,test,0.7556795022060043,0.6840572411340187
RMSE,Polynomial,Mediterranean,7,train,0.6572994980557558,0.7931926380167105
RMSE,Polynomial,Southeastern Anatolia,7,test,0.812255598191717,0.718648427709289
RMSE,Polynomial,Southeastern Anatolia,7,train,0.850492686019167,0.9252824530526179
RMSE,Polynomial,all_data,7,test,0.6983680930499702,0.7205940875653453
RMSE,Polynomial,all_data,7,train,0.6476160270033541,0.7169784913829186
RMSE,Polynomial,Aegean,8,test,1.315113249909805,1.315192604714956
RMSE,Polynomial,Aegean,8,train,1.448902548205758,1.4589162562911833
RMSE,Polynomial,Black Sea,8,test,1.349935042450366,1.3852244272842973
RMSE,Polynomial,Black Sea,8,train,1.2917112445820809,1.3078172539864774
RMSE,Polynomial,Central Anatolia,8,test,1.4322041289330176,1.4348275844435014
