model_name,algorithm,region,input_combo,st_num,dataset,MAE,RMSE,rRMSE,NSE
GPR_aegean_f3,GPR,Aegean,3,17749,train,0.1906545808974561,0.2436639953270089,0.0505832273390675,0.98630065552415
GPR_aegean_f3,GPR,Aegean,3,17789,train,0.2208170174351321,0.2887816061433166,0.0610722107407726,0.9713114092814564
GPR_aegean_f3,GPR,Aegean,3,17826,train,0.1872978030938919,0.2373193992400352,0.0649578295666584,0.9797688036601604
GPR_aegean_f3,GPR,Aegean,3,17828,train,0.2122664423550188,0.2663891509047087,0.0698147402473356,0.976943014400655
GPR_aegean_f3,GPR,Aegean,3,17839,train,0.3622608708521012,0.4205432886837245,0.093064116904153,0.9479199984321144
GPR_aegean_f3,GPR,Aegean,3,17850,train,0.0978472641315328,0.1275065559749338,0.031694779266945,0.9951809929804294
GPR_aegean_f3,GPR,Aegean,3,17860,train,0.1104026935577577,0.1452959632211817,0.0333635636698974,0.9939992555952836
GPR_aegean_f3,GPR,Aegean,3,17862,train,0.1670222154670089,0.2172897098560033,0.05360849293951,0.9801475417908126
GPR_aegean_f3,GPR,Aegean,3,17886,train,0.1859207564331104,0.2372264477626282,0.0562556331616615,0.9827800162760006
GPR_aegean_f4,GPR,Aegean,4,17180,test,0.493239006936378,0.5997417354460529,0.150268903656553,0.8554617550493065
GPR_aegean_f4,GPR,Aegean,4,17190,test,0.4997985734671756,0.6315268830435274,0.1698597149736028,0.864403480016016
GPR_aegean_f4,GPR,Aegean,4,17221,test,0.4073378663627629,0.5004693776023561,0.1340397285883484,0.8380366903301393
GPR_aegean_f4,GPR,Aegean,4,17232,test,0.4681713659931173,0.5794030921631251,0.1367775992667877,0.8261541912660286
GPR_aegean_f4,GPR,Aegean,4,17237,test,1.307065206621778,1.470956862066751,0.478656208838506,-0.0569646783848984
GPR_aegean_f4,GPR,Aegean,4,17238,test,0.5320770212969069,0.638414452190356,0.1780174769196306,0.8543271306382657
GPR_aegean_f4,GPR,Aegean,4,17750,test,0.531952583923484,0.6438444674020122,0.1539471106594626,0.8705697974494517
GPR_aegean_f4,GPR,Aegean,4,17790,test,0.8020251691186561,0.9787010955462052,0.2511725531357007,0.6818812523375556
GPR_aegean_f4,GPR,Aegean,4,17824,test,1.3995079510718096,1.5891324200461523,0.3059778613911373,0.4905236724328502
GPR_aegean_f4,GPR,Aegean,4,17854,test,0.8988668842040516,1.0585719760927326,0.2898406793350775,0.5703181515635195
GPR_aegean_f4,GPR,Aegean,4,17884,test,1.0816372894223116,1.2219737299179456,0.3557688306906169,0.4276374842236213
GPR_aegean_f4,GPR,Aegean,4,18912,test,0.7896366648188836,0.9629567057600712,0.235070123045747,0.6216954054416617
GPR_aegean_f4,GPR,Aegean,4,17155,train,0.4637501991330273,0.596059875554867,0.1746334833667448,0.8433696082707425
GPR_aegean_f4,GPR,Aegean,4,17184,train,0.7906578520731877,0.9895293511940728,0.2116971136919579,0.8244582878791747
GPR_aegean_f4,GPR,Aegean,4,17186,train,1.215575471532215,1.554164985384488,0.4296820365797101,0.37586691051894
GPR_aegean_f4,GPR,Aegean,4,17220,train,0.5846729883152603,0.7293200466599685,0.1521954382844783,0.8668754302952344
GPR_aegean_f4,GPR,Aegean,4,17227,train,0.8997218774401592,1.0752421186767354,0.2098457024220986,0.7088925759833848
GPR_aegean_f4,GPR,Aegean,4,17234,train,0.5919991175286555,0.7330012833292979,0.1819929132397072,0.8303209271589378
GPR_aegean_f4,GPR,Aegean,4,17240,train,0.5404602572619995,0.6829041337113233,0.1901126026875828,0.8028685932688735
GPR_aegean_f4,GPR,Aegean,4,17290,train,0.5258590429637389,0.6593371024725597,0.151107780935675,0.8630861151182883
GPR_aegean_f4,GPR,Aegean,4,17292,train,0.4602758714614902,0.5801833004120404,0.146646950275731,0.9001268719544788
GPR_aegean_f4,GPR,Aegean,4,17298,train,0.580340862836164,0.7057744557647923,0.1826164858974031,0.8492339611232281
GPR_aegean_f4,GPR,Aegean,4,17704,train,0.4807343747646525,0.610044627338257,0.1627795462943715,0.8396249449672245
GPR_aegean_f4,GPR,Aegean,4,17742,train,0.6374847284363515,0.8110559818483493,0.1623217800765274,0.8692715774617779
GPR_aegean_f4,GPR,Aegean,4,17749,train,0.7689792946746125,0.9546733799445066,0.1981846376091832,0.7897060928190522
GPR_aegean_f4,GPR,Aegean,4,17789,train,0.6993349585606905,0.849743012798963,0.1797056434660956,0.7516035618312733
GPR_aegean_f4,GPR,Aegean,4,17826,train,0.4536263476522459,0.5710396406583635,0.1563019954225229,0.8828647526584673
GPR_aegean_f4,GPR,Aegean,4,17828,train,0.4861413122377606,0.594083783930254,0.1556962996405264,0.8853260275383136
GPR_aegean_f4,GPR,Aegean,4,17839,train,0.8349318346359476,1.0019582206142097,0.2217283202121082,0.7043697973640476
GPR_aegean_f4,GPR,Aegean,4,17850,train,0.597974213977124,0.7495221446254344,0.1863115096157135,0.8334818928985521
GPR_aegean_f4,GPR,Aegean,4,17860,train,0.407890243662849,0.5331383630741183,0.1224218163185357,0.9192062250125376
GPR_aegean_f4,GPR,Aegean,4,17862,train,0.4704216653496572,0.577608821961399,0.1425043941309349,0.8597174648159457
GPR_aegean_f4,GPR,Aegean,4,17886,train,0.5729950814621244,0.6998773340033394,0.165968183274614,0.8501176883092151
GPR_aegean_f5,GPR,Aegean,5,17180,test,0.5063064994878071,0.6117250746101335,0.1532714014516943,0.8496280615888927
GPR_aegean_f5,GPR,Aegean,5,17190,test,0.5007017197348995,0.6209554399635624,0.1670163485918446,0.8689051197933407
GPR_aegean_f5,GPR,Aegean,5,17221,test,0.4259524767614237,0.5290944343096153,0.1417063211983676,0.8189793956640957
GPR_aegean_f5,GPR,Aegean,5,17232,test,0.5299160133626974,0.6528609141415382,0.1541185224918672,0.779278852645604
GPR_aegean_f5,GPR,Aegean,5,17237,test,1.2122782152832596,1.375167611507049,0.4474859408974275,0.0762129467964595
GPR_aegean_f5,GPR,Aegean,5,17238,test,0.5276085374003799,0.6295076833470874,0.1755338857171678,0.8583634546374614
GPR_aegean_f5,GPR,Aegean,5,17750,test,0.5025199938506324,0.6131112867921121,0.1465986210850149,0.8826312938956116
GPR_aegean_f5,GPR,Aegean,5,17790,test,0.7539015536092696,0.933348287117003,0.2395332684379763,0.7106812468703521
GPR_aegean_f5,GPR,Aegean,5,17824,test,1.4280860432482851,1.6509107024168876,0.3178728969978406,0.4501414279525182
GPR_aegean_f5,GPR,Aegean,5,17854,test,0.7939744981602093,0.9748940297426264,0.2669293673381365,0.6355641906694357
GPR_aegean_f5,GPR,Aegean,5,17884,test,1.204367692876718,1.3780168231546055,0.4011996508948133,0.2721255347642252
GPR_aegean_f5,GPR,Aegean,5,18912,test,0.6640972211793581,0.7923328395610657,0.1934186417465092,0.743880051999227
GPR_aegean_f5,GPR,Aegean,5,17155,train,0.4622729992155214,0.5842421021335463,0.1711711148651191,0.8495188993700561
GPR_aegean_f5,GPR,Aegean,5,17184,train,0.7835143825047562,0.9686175205484596,0.2072232957255183,0.8317993734223615
GPR_aegean_f5,GPR,Aegean,5,17186,train,1.1776865563832006,1.470135025759543,0.4064501631782997,0.4415331269019522
GPR_aegean_f5,GPR,Aegean,5,17220,train,0.7466727688644682,0.9333257167609572,0.194767601926121,0.7819839936768673
GPR_aegean_f5,GPR,Aegean,5,17227,train,0.6955349589510962,0.8437503395565896,0.1646674545180907,0.8207460780102488
GPR_aegean_f5,GPR,Aegean,5,17234,train,0.6568123265396084,0.8305261609838952,0.2062068361909616,0.7821661103173133
GPR_aegean_f5,GPR,Aegean,5,17240,train,0.5257151211655182,0.6545007619301451,0.1822054328992308,0.818925768432268
GPR_aegean_f5,GPR,Aegean,5,17290,train,0.5688767204799174,0.7215834145293492,0.1653734760574241,0.8360144623499859
GPR_aegean_f5,GPR,Aegean,5,17292,train,0.5140002534121347,0.6667114390502297,0.1685177756430149,0.8681154211112374
GPR_aegean_f5,GPR,Aegean,5,17298,train,0.6170602743119068,0.7622832635265282,0.197237927366998,0.8241248737152683
GPR_aegean_f5,GPR,Aegean,5,17704,train,0.5167394346518104,0.682816221350384,0.1821973503787996,0.7990808811199652
GPR_aegean_f5,GPR,Aegean,5,17742,train,0.7782226546667362,0.9978260752820608,0.1997012639959099,0.8021308651964244
GPR_aegean_f5,GPR,Aegean,5,17749,train,0.6231953921375732,0.8064086181578888,0.1674057359427297,0.8499529763050063
GPR_aegean_f5,GPR,Aegean,5,17789,train,0.5893254684660437,0.7167155228423849,0.1515726781798224,0.8232889200613983
GPR_aegean_f5,GPR,Aegean,5,17826,train,0.4749009002621095,0.5796345800312978,0.158654557449524,0.8793121201515579
GPR_aegean_f5,GPR,Aegean,5,17828,train,0.5612667232820314,0.673957578836208,0.176629465368146,0.8524175947502382
GPR_aegean_f5,GPR,Aegean,5,17839,train,0.837885565401107,1.0052045835099692,0.2224467240106563,0.7024509994325508
GPR_aegean_f5,GPR,Aegean,5,17850,train,0.6687496654756162,0.8466641916722516,0.2104584698652973,0.787521538588662
GPR_aegean_f5,GPR,Aegean,5,17860,train,0.4498281207315977,0.6109461708465777,0.1402884224587202,0.8939027990787368
GPR_aegean_f5,GPR,Aegean,5,17862,train,0.4867320912560714,0.5979468507964517,0.147522078014493,0.8496646419376692
GPR_aegean_f5,GPR,Aegean,5,17886,train,0.5772939854599773,0.7314264501353783,0.1734497078703645,0.8363003134069116
GPR_aegean_f6,GPR,Aegean,6,17180,test,0.6961460975799285,0.8650693990974084,0.2167483476742192,0.6992842795966809
GPR_aegean_f6,GPR,Aegean,6,17190,test,0.4523030109774605,0.5785132353711526,0.1556008079894009,0.8862133117850374
GPR_aegean_f6,GPR,Aegean,6,17221,test,0.5545862707474033,0.679386418608711,0.1819587276112555,0.7015336697387216
GPR_aegean_f6,GPR,Aegean,6,17232,test,0.5780122483623495,0.7023284555888502,0.1657961466749441,0.7445633929783002
GPR_aegean_f6,GPR,Aegean,6,17237,test,1.2543342188189266,1.4064234228712222,0.4576567273817614,0.0337427125736392
GPR_aegean_f6,GPR,Aegean,6,17238,test,0.5222906251075413,0.6378401753077423,0.1778573437626424,0.8545890887908756
GPR_aegean_f6,GPR,Aegean,6,17750,test,0.5101457888541551,0.6302506699857975,0.1506967513862662,0.8759775442156063
GPR_aegean_f6,GPR,Aegean,6,17790,test,0.7935728483464141,0.9562052293041224,0.2453992438130318,0.6963373735311957
GPR_aegean_f6,GPR,Aegean,6,17824,test,1.2180312159520168,1.4341855686195746,0.2761437798314536,0.5850320739563095
GPR_aegean_f6,GPR,Aegean,6,17854,test,0.8959732316682087,1.067348958719574,0.2922438476264447,0.563163333911207
GPR_aegean_f6,GPR,Aegean,6,17884,test,1.099546164634372,1.247741819164794,0.3632710238687781,0.4032438449728472
GPR_aegean_f6,GPR,Aegean,6,18912,test,0.6765796369752722,0.8130318141860304,0.19847152780349,0.7303234570235845
GPR_aegean_f6,GPR,Aegean,6,17155,train,0.4252362662427049,0.5474790837732584,0.1604002943173405,0.8678609068254557
GPR_aegean_f6,GPR,Aegean,6,17184,train,0.769036467957023,0.957792747552544,0.2049074743738416,0.8355378145908622
GPR_aegean_f6,GPR,Aegean,6,17186,train,1.1396803227720351,1.47246320952451,0.4070938392043784,0.4397628907971882
GPR_aegean_f6,GPR,Aegean,6,17220,train,0.7151058532308561,0.9021031151670648,0.1882520295711222,0.7963266156471616
GPR_aegean_f6,GPR,Aegean,6,17227,train,0.9045985126210554,1.0566467093359078,0.2062165972492519,0.7188744260452273
GPR_aegean_f6,GPR,Aegean,6,17234,train,0.5794409978296216,0.729771917677806,0.1811911115564116,0.8318127354939131
GPR_aegean_f6,GPR,Aegean,6,17240,train,0.4973234786232405,0.6318523745367369,0.1759003841208066,0.8312407518834717
GPR_aegean_f6,GPR,Aegean,6,17290,train,0.5061142175279701,0.6345472427104508,0.1454264068945186,0.873187990144855
GPR_aegean_f6,GPR,Aegean,6,17292,train,0.446522757770742,0.5812539407868694,0.1469175650033511,0.899757930404217
GPR_aegean_f6,GPR,Aegean,6,17298,train,0.5462296032922969,0.6487556134289794,0.1678630749000882,0.8726104186587256
GPR_aegean_f6,GPR,Aegean,6,17704,train,0.4597784541588181,0.5803232627304452,0.1548489293701336,0.8548712131209432
GPR_aegean_f6,GPR,Aegean,6,17742,train,0.7193316083393635,0.9389929858609234,0.1879266244938661,0.8247762164941637
GPR_aegean_f6,GPR,Aegean,6,17749,train,0.6533587257288759,0.8035023403287984,0.1668024095795464,0.8510325593362642
GPR_aegean_f6,GPR,Aegean,6,17789,train,0.618053308794698,0.7425557077903965,0.1570374210413962,0.8103170736497223
GPR_aegean_f6,GPR,Aegean,6,17826,train,0.4345078773823025,0.5617755128768879,0.1537662666306926,0.8866345557903124
GPR_aegean_f6,GPR,Aegean,6,17828,train,0.4647883944935648,0.5618354962606241,0.1472447323772563,0.8974376863479419
GPR_aegean_f6,GPR,Aegean,6,17839,train,0.9699900179327048,1.1311151682169431,0.2503101038099534,0.6232413534965198
GPR_aegean_f6,GPR,Aegean,6,17850,train,0.5307556142937709,0.6765370994778466,0.1681693452536271,0.8643325186511845
GPR_aegean_f6,GPR,Aegean,6,17860,train,0.3847700541522461,0.5068496498786839,0.1163852745106922,0.926977561148106
GPR_aegean_f6,GPR,Aegean,6,17862,train,0.4705801850681435,0.5693447928964505,0.1404655394420783,0.8637028808241305
GPR_aegean_f6,GPR,Aegean,6,17886,train,0.5557256678125387,0.7126237435446038,0.1689908535799046,0.8446085562731348
GPR_aegean_f7,GPR,Aegean,7,17180,test,0.2809039501236723,0.3516822356001596,0.0881161020748658,0.9503001479398652
GPR_aegean_f7,GPR,Aegean,7,17190,test,0.2856835803643728,0.3595293422426464,0.0967014282965586,0.9560525643196734
GPR_aegean_f7,GPR,Aegean,7,17221,test,0.3204702926070826,0.405882516111589,0.1087067156016485,0.8934723584435604
GPR_aegean_f7,GPR,Aegean,7,17232,test,0.3912231659335922,0.5088932709244353,0.1201325999490361,0.8658915867734506
GPR_aegean_f7,GPR,Aegean,7,17237,test,1.1812637009069094,1.2940264826104555,0.4210822399187665,0.1820120050653049
GPR_aegean_f7,GPR,Aegean,7,17238,test,0.3571649150178323,0.4253396785669053,0.1186030425102444,0.9353386076365158
GPR_aegean_f7,GPR,Aegean,7,17750,test,0.3310916324174299,0.4298783982659984,0.1027865279560549,0.9423014447652616
GPR_aegean_f7,GPR,Aegean,7,17790,test,0.6531038133279541,0.8167797845523391,0.2096172823032802,0.7784360618370728
GPR_aegean_f7,GPR,Aegean,7,17824,test,1.3331730213775117,1.507775920281158,0.2903131581264223,0.5413541793879011
GPR_aegean_f7,GPR,Aegean,7,17854,test,0.6339039682086501,0.7500620984609968,0.2053696045911427,0.7842749076128408
GPR_aegean_f7,GPR,Aegean,7,17884,test,0.9968245698845708,1.0783621266793697,0.3139573490630831,0.554265040154597
GPR_aegean_f7,GPR,Aegean,7,18912,test,0.4582330221816682,0.55820727363579,0.1362655784145816,0.8728784807213796
GPR_aegean_f7,GPR,Aegean,7,17155,train,0.3199519467634991,0.4093505413555227,0.1199314261649162,0.926126785594674
GPR_aegean_f7,GPR,Aegean,7,17184,train,0.6222712487531126,0.8261370807718399,0.1767414329875675,0.8776434565011868
GPR_aegean_f7,GPR,Aegean,7,17186,train,0.9132071484706564,1.3226018181637702,0.3656614633304479,0.5479971238737187
GPR_aegean_f7,GPR,Aegean,7,17220,train,0.6177040834707691,0.7825113245778704,0.1632954620568962,0.8467490491868654
GPR_aegean_f7,GPR,Aegean,7,17227,train,0.7492205789419558,0.8182832781355136,0.1596972684551514,0.8314036772427761
GPR_aegean_f7,GPR,Aegean,7,17234,train,0.4493443681840909,0.525407440962356,0.130450563993899,0.9128211269543252
GPR_aegean_f7,GPR,Aegean,7,17240,train,0.3794283890291685,0.5091440423392978,0.1417398054188932,0.8904234379114597
GPR_aegean_f7,GPR,Aegean,7,17290,train,0.419960391793637,0.5394266083043281,0.1236265295140386,0.9083574440519452
GPR_aegean_f7,GPR,Aegean,7,17292,train,0.3660451590205985,0.4613731068222692,0.1166165227552639,0.9368428162449866
GPR_aegean_f7,GPR,Aegean,7,17298,train,0.4153046027156138,0.4921537637398714,0.1273429352978852,0.9266883026795248
GPR_aegean_f7,GPR,Aegean,7,17704,train,0.3574838538772245,0.5073397629351484,0.1353745820006805,0.8890796047672656
