model_name,algorithm,region,input_combo,dataset,MAE,RMSE,rRMSE,NSE
GPR_southeastern_anatolia_f12,GPR,Southeastern Anatolia,12,train,0.4795490742696782,0.6100893865401416,0.14771562765358,0.9338271303749328
GPR_southeastern_anatolia_f13,GPR,Southeastern Anatolia,13,test,0.5339490836169292,0.7173949709826288,0.1752038297611125,0.8848186426768669
GPR_southeastern_anatolia_f13,GPR,Southeastern Anatolia,13,train,0.4800905080033748,0.6285953186022472,0.1521963077476412,0.9297517817395512
GPR_southeastern_anatolia_f14,GPR,Southeastern Anatolia,14,test,0.258540566241167,0.3581850460394625,0.0874767657533437,0.9712868766216316
GPR_southeastern_anatolia_f14,GPR,Southeastern Anatolia,14,train,0.1558810668443702,0.217120265049299,0.0525694380784948,0.9916190403492634
GPR_southeastern_anatolia_f15,GPR,Southeastern Anatolia,15,test,0.1382706526690754,0.1995839914662268,0.0487428558580443,0.9910850903958208
GPR_southeastern_anatolia_f15,GPR,Southeastern Anatolia,15,train,0.1062907695171661,0.148873555129498,0.0360454568168868,0.9960597103501526
GPR_southeastern_anatolia_f16,GPR,Southeastern Anatolia,16,test,0.2466818793682251,0.3311416602618188,0.0808721686351613,0.9754589477525292
GPR_southeastern_anatolia_f16,GPR,Southeastern Anatolia,16,train,0.1425685946553992,0.1939248116865806,0.0469533250501822,0.9933141014011908
GPR_all_data_f1,GPR,all_data,1,test,0.3893493569975116,0.5032386794578039,0.1320122428094757,0.9213152032939638
GPR_all_data_f1,GPR,all_data,1,train,0.3847998617019194,0.4949200590841127,0.1308649449759862,0.9259627743124303
GPR_all_data_f2,GPR,all_data,2,test,0.7575827775154802,0.9645278966251756,0.2530200799012152,0.7109503917356848
GPR_all_data_f2,GPR,all_data,2,train,0.7552503466320742,0.9672560180180422,0.2557582851054136,0.7172107440019102
GPR_all_data_f3,GPR,all_data,3,test,0.2253381562788145,0.3142306147728551,0.0824306435671013,0.9693210996224252
GPR_all_data_f3,GPR,all_data,3,train,0.217319115140473,0.2931262757519895,0.0775073736519952,0.9740289490171417
GPR_all_data_f4,GPR,all_data,4,test,0.6694656352771803,0.8549075400544981,0.2242638858342943,0.7729188453157937
GPR_all_data_f4,GPR,all_data,4,train,0.6450399868979737,0.8307513181503233,0.2196642135290652,0.791396254262632
GPR_all_data_f5,GPR,all_data,5,test,0.6740568239286597,0.8608974043146173,0.2258351788357675,0.7697256337423012
GPR_all_data_f5,GPR,all_data,5,train,0.6581389516176349,0.8518778236106231,0.225250406539131,0.7806515096623718
GPR_all_data_f6,GPR,all_data,6,test,0.667365890161243,0.8526078833805666,0.2236606276834214,0.7741388751117474
GPR_all_data_f6,GPR,all_data,6,train,0.6426104593288372,0.8298549831533478,0.2194272079199648,0.7918461553672798
GPR_all_data_f7,GPR,all_data,7,test,0.5157701224676884,0.6734577817254593,0.1766650216530639,0.8590829477164059
GPR_all_data_f7,GPR,all_data,7,train,0.5086139983843058,0.6743388651800201,0.1783062069665568,0.8625526389765775
GPR_all_data_f8,GPR,all_data,8,test,1.1601113922187518,1.3889194730101355,0.3643487319205502,0.400627334843756
GPR_all_data_f8,GPR,all_data,8,train,1.1522615540786456,1.3852012379756644,0.3662698257246135,0.4200296836155213
GPR_all_data_f9,GPR,all_data,9,test,0.5245645274555154,0.6817480597791872,0.1788397714170644,0.8555922104627228
GPR_all_data_f9,GPR,all_data,9,train,0.4938295706534347,0.6425529249517596,0.1699014853501425,0.8752048135872875
GPR_all_data_f10,GPR,all_data,10,test,0.6224810613373529,0.8134305935895548,0.2133834329771629,0.7944186072879738
GPR_all_data_f10,GPR,all_data,10,train,0.6275590487707935,0.8066142294299015,0.2132819731463983,0.8033419255270366
GPR_all_data_f11,GPR,all_data,11,test,0.6255288948232377,0.818497725752797,0.2147126699948785,0.7918493587987928
GPR_all_data_f11,GPR,all_data,11,train,0.6284305112467686,0.8079768649116822,0.2136422762177177,0.8026769245698065
GPR_all_data_f12,GPR,all_data,12,test,0.4601774247410931,0.6128251651450338,0.1607595516863816,0.8833147446787064
GPR_all_data_f12,GPR,all_data,12,train,0.4582494070465864,0.6038250727680736,0.1596612088609755,0.8897947436532958
GPR_all_data_f13,GPR,all_data,13,test,0.5379739618593744,0.6992388881781436,0.1834280584065098,0.8480873477519985
GPR_all_data_f13,GPR,all_data,13,train,0.5378172828495648,0.6940004241072116,0.1835050441927355,0.8544207438202807
GPR_all_data_f14,GPR,all_data,14,test,0.2262442891638385,0.3181952118091769,0.0834706577153868,0.9685420745273488
GPR_all_data_f14,GPR,all_data,14,train,0.2157158808486466,0.2946522374338948,0.0779108628375165,0.9737578441224825
GPR_all_data_f15,GPR,all_data,15,test,0.1379083864755179,0.1969309596659306,0.0516599751277698,0.9879504509603978
GPR_all_data_f15,GPR,all_data,15,train,0.130571255656126,0.1820916040601468,0.0481479934153776,0.9899778737872502
GPR_all_data_f16,GPR,all_data,16,test,0.2247101561817096,0.3140903817998578,0.0823938569089271,0.9693484759074044
GPR_all_data_f16,GPR,all_data,16,train,0.2085818298503961,0.2808023034249577,0.074248714135452,0.9761668549382914
Polynomial_aegean_f1,Polynomial,Aegean,1,test,0.4124802262317474,0.518024770465271,0.132806717972556,0.9083467906106985
Polynomial_aegean_f1,Polynomial,Aegean,1,train,0.3963434780973065,0.4915143806914867,0.1201558897514068,0.9301892466237522
Polynomial_aegean_f2,Polynomial,Aegean,2,test,0.776456756926215,0.9636277337659906,0.2470465583216216,0.6828496429344091
Polynomial_aegean_f2,Polynomial,Aegean,2,train,0.8040176464497287,0.991220051142821,0.2423142269346089,0.7160838976121604
Polynomial_aegean_f3,Polynomial,Aegean,3,test,0.279446219532502,0.350738037114301,0.0899191896469547,0.9579842270550916
Polynomial_aegean_f3,Polynomial,Aegean,3,train,0.2265381687555694,0.2969238603449455,0.0725861786138933,0.974523482417588
Polynomial_aegean_f4,Polynomial,Aegean,4,test,0.742150317644604,0.9468611302626688,0.242748081280025,0.6937901191930411
Polynomial_aegean_f4,Polynomial,Aegean,4,train,0.5648955620752885,0.7164997364434524,0.1751559399297606,0.8516519175637438
Polynomial_aegean_f5,Polynomial,Aegean,5,test,0.7382362969308741,0.9497149435953508,0.2434797173021392,0.6919415213020828
Polynomial_aegean_f5,Polynomial,Aegean,5,train,0.5962236166548405,0.7604271977501844,0.1858944725244841,0.8329043476221683
Polynomial_aegean_f6,Polynomial,Aegean,6,test,0.7573060879223722,0.949787165325712,0.2434982328857993,0.6918946664800418
Polynomial_aegean_f6,Polynomial,Aegean,6,train,0.5558105532333635,0.7147359576167988,0.1747247655377863,0.8523813837250039
Polynomial_aegean_f7,Polynomial,Aegean,7,test,0.6112218144174706,0.824122838096717,0.2112814976695999,0.7680306945583265
Polynomial_aegean_f7,Polynomial,Aegean,7,train,0.4560067745185214,0.6025719066872338,0.147305076781979,0.8950777423347636
Polynomial_aegean_f8,Polynomial,Aegean,8,test,1.0897602325060058,1.3151132499098048,0.3371573801883518,0.4092918948506828
Polynomial_aegean_f8,Polynomial,Aegean,8,train,1.1967244484586814,1.448902548205758,0.3541995548488719,0.3933639440307054
Polynomial_aegean_f9,Polynomial,Aegean,9,test,0.5158317511676767,0.6647802765582507,0.1704306275224889,0.8490605111811527
Polynomial_aegean_f9,Polynomial,Aegean,9,train,0.4639215486956363,0.5828384434182505,0.1424810229391888,0.9018373562835916
Polynomial_aegean_f10,Polynomial,Aegean,10,test,0.5987661413421869,0.7762940674420356,0.1990195704076945,0.7941745101655313
Polynomial_aegean_f10,Polynomial,Aegean,10,train,0.5562415916988139,0.708108410719554,0.1731045915905108,0.8551063433747484
Polynomial_aegean_f11,Polynomial,Aegean,11,test,0.6128191970450315,0.78356212663482,0.2008828926703675,0.7903023827414778
Polynomial_aegean_f11,Polynomial,Aegean,11,train,0.5530453979221853,0.7137265219311928,0.1744779983063166,0.8527980586427879
Polynomial_aegean_f12,Polynomial,Aegean,12,test,0.503954702033419,0.6595839896718076,0.1690984483558198,0.8514109405107104
Polynomial_aegean_f12,Polynomial,Aegean,12,train,0.4158775195952986,0.536140079944652,0.1310651139983133,0.9169372287513672
Polynomial_aegean_f13,Polynomial,Aegean,13,test,0.5534871139069403,0.7219838843731688,0.1850959945922241,0.8219665407171197
Polynomial_aegean_f13,Polynomial,Aegean,13,train,0.4968633486699938,0.6473267725443826,0.1582458771715935,0.8789131433168775
Polynomial_aegean_f14,Polynomial,Aegean,14,test,0.2348353846621171,0.3080141773850607,0.0789660153717862,0.9675967898940327
Polynomial_aegean_f14,Polynomial,Aegean,14,train,0.1917999490334749,0.2592435590071678,0.0633748303579739,0.980579258080534
Polynomial_aegean_f15,Polynomial,Aegean,15,test,0.126759817483765,0.1735253147387901,0.0444869219572551,0.9897157575919584
Polynomial_aegean_f15,Polynomial,Aegean,15,train,0.1285218268747722,0.1688511009289013,0.0412774377813197,0.9917613195149384
Polynomial_aegean_f16,Polynomial,Aegean,16,test,0.2843730861398885,0.3587192390317831,0.0919653412840377,0.956050295193124
Polynomial_aegean_f16,Polynomial,Aegean,16,train,0.2196060324637824,0.2871184901995701,0.0701891521576135,0.9761783307618068
Polynomial_black_sea_f1,Polynomial,Black Sea,1,test,0.4006353625685014,0.5000249645983557,0.1515984241186145,0.8970980382395348
Polynomial_black_sea_f1,Polynomial,Black Sea,1,train,0.3476120407506893,0.4455066749569225,0.1349810126826524,0.9144522996064564
Polynomial_black_sea_f2,Polynomial,Black Sea,2,test,0.8543485334912128,1.0383585680090677,0.3148113268838047,0.5562534592465289
Polynomial_black_sea_f2,Polynomial,Black Sea,2,train,0.7133713413577446,0.8918528587518141,0.2702163823917536,0.657164073331975
Polynomial_black_sea_f3,Polynomial,Black Sea,3,test,0.2564750178179572,0.3338499067686521,0.1012171858237665,0.9541285152504404
Polynomial_black_sea_f3,Polynomial,Black Sea,3,train,0.2241639468278066,0.2921498106091852,0.0885164678955394,0.9632115807465056
Polynomial_black_sea_f4,Polynomial,Black Sea,4,test,0.5979646924411386,0.7372920832286086,0.2235334750183291,0.7762724740379657
Polynomial_black_sea_f4,Polynomial,Black Sea,4,train,0.5660524495314007,0.7274150586360957,0.2203945008563681,0.7719319319081691
Polynomial_black_sea_f5,Polynomial,Black Sea,5,test,0.6065416293725764,0.7470765133189101,0.2264999352705285,0.7702950017522657
Polynomial_black_sea_f5,Polynomial,Black Sea,5,train,0.5492874515669709,0.7119807339539183,0.2157181606514215,0.7815075710184303
Polynomial_black_sea_f6,Polynomial,Black Sea,6,test,0.6064045557570295,0.7449440866378968,0.2258534225016115,0.7716044526146879
Polynomial_black_sea_f6,Polynomial,Black Sea,6,train,0.5673821859783662,0.7295214544859685,0.2210327032917275,0.7706091735117515
Polynomial_black_sea_f7,Polynomial,Black Sea,7,test,0.395426371383862,0.506459318450544,0.1535492025262422,0.8944327006930678
Polynomial_black_sea_f7,Polynomial,Black Sea,7,train,0.4566846767168654,0.5957269382124061,0.180495220211957,0.8470341843330444
Polynomial_black_sea_f8,Polynomial,Black Sea,8,test,1.1408598062781856,1.349935042450366,0.4092756153932308,0.249991783515018
Polynomial_black_sea_f8,Polynomial,Black Sea,8,train,1.095174367972392,1.2917112445820809,0.3913667329543776,0.2808312803916285
Polynomial_black_sea_f9,Polynomial,Black Sea,9,test,0.4588692933727593,0.5867145925418714,0.1778811338113641,0.858324726807036
Polynomial_black_sea_f9,Polynomial,Black Sea,9,train,0.4000645145444119,0.5170646494404945,0.1566618727107225,0.8847636210497682
Polynomial_black_sea_f10,Polynomial,Black Sea,10,test,0.5059268075233148,0.6426669117696878,0.1948448536678957,0.8300143893191152
Polynomial_black_sea_f10,Polynomial,Black Sea,10,train,0.503216797517907,0.6505174455607147,0.1970958203443481,0.8176029521355962
Polynomial_black_sea_f11,Polynomial,Black Sea,11,test,0.4993684690548675,0.636884522753772,0.1930917390745918,0.8330595157776592
Polynomial_black_sea_f11,Polynomial,Black Sea,11,train,0.5101922519624205,0.6562464997206912,0.1988316271811416,0.8143760932001401
Polynomial_black_sea_f12,Polynomial,Black Sea,12,test,0.3300661475977739,0.4232845874030811,0.1283321452870836,0.9262596508837512
Polynomial_black_sea_f12,Polynomial,Black Sea,12,train,0.3862644677960424,0.5055857181038185,0.1531839500140783,0.8898233650704779
Polynomial_black_sea_f13,Polynomial,Black Sea,13,test,0.3839192743720582,0.4858176940010329,0.1472910395157059,0.902862497016768
Polynomial_black_sea_f13,Polynomial,Black Sea,13,train,0.4578745729706339,0.5940575042838043,0.1799894098729509,0.8478903098282622
Polynomial_black_sea_f14,Polynomial,Black Sea,14,test,0.2159967966258311,0.2903843067463041,0.088039210855955,0.9652954383709906
Polynomial_black_sea_f14,Polynomial,Black Sea,14,train,0.1793335321995334,0.2441458126357538,0.0739720657047163,0.9743079671210138
Polynomial_black_sea_f15,Polynomial,Black Sea,15,test,0.1318661601602228,0.1743620495673966,0.0528633844546968,0.987487496568983
Polynomial_black_sea_f15,Polynomial,Black Sea,15,train,0.1257134376272153,0.1666707457844938,0.0504984264326438,0.9880265676044307
Polynomial_black_sea_f16,Polynomial,Black Sea,16,test,0.2548832910340706,0.3302919760460017,0.1001384863010131,0.9551010354610522
Polynomial_black_sea_f16,Polynomial,Black Sea,16,train,0.2208738163445534,0.2875711593502076,0.0871292137456049,0.9643556609875864
Polynomial_central_anatolia_f1,Polynomial,Central Anatolia,1,test,0.3219505810770592,0.4052930283412163,0.1009986341681831,0.9519928927184842
Polynomial_central_anatolia_f1,Polynomial,Central Anatolia,1,train,0.3217692111157104,0.4025009481245112,0.1015135847805077,0.9532320049233298
Polynomial_central_anatolia_f2,Polynomial,Central Anatolia,2,test,0.6203934478654918,0.7814449540948771,0.19473533350481,0.8215304807518187
Polynomial_central_anatolia_f2,Polynomial,Central Anatolia,2,train,0.6178426990406779,0.7828202624985651,0.1974328047060023,0.8230954294283142
Polynomial_central_anatolia_f3,Polynomial,Central Anatolia,3,test,0.2229491542813305,0.286436268715751,0.0713796435999033,0.9760214296091756
Polynomial_central_anatolia_f3,Polynomial,Central Anatolia,3,train,0.2068125927605358,0.2666442940106359,0.0672495761125859,0.9794751720211534
Polynomial_central_anatolia_f4,Polynomial,Central Anatolia,4,test,0.578037162938846,0.7260064202809045,0.1809201040190861,0.8459547916425019
Polynomial_central_anatolia_f4,Polynomial,Central Anatolia,4,train,0.6323297647889867,0.7983763399124935,0.2013561574105591,0.8159947336681447
Polynomial_central_anatolia_f5,Polynomial,Central Anatolia,5,test,0.5964480451500063,0.7586098590780723,0.1890448497152485,0.831808425359906
Polynomial_central_anatolia_f5,Polynomial,Central Anatolia,5,train,0.6371925581134394,0.8135244821285309,0.2051766259741244,0.8089459752315867
Polynomial_central_anatolia_f6,Polynomial,Central Anatolia,6,test,0.5687186358437365,0.7187638197089204,0.1791152548989571,0.8490129543864317
Polynomial_central_anatolia_f6,Polynomial,Central Anatolia,6,train,0.6147481944373371,0.7857671257196038,0.1981760244445381,0.8217610367996399
Polynomial_central_anatolia_f7,Polynomial,Central Anatolia,7,test,0.4680717396529694,0.5919260130852959,0.1475073950689846,0.8975994890688729
Polynomial_central_anatolia_f7,Polynomial,Central Anatolia,7,train,0.5238449296847112,0.6766354687308429,0.1706522489960915,0.8678325667957278
Polynomial_central_anatolia_f8,Polynomial,Central Anatolia,8,test,1.1905508820326238,1.4322041289330176,0.3569038960879579,0.400516665669813
Polynomial_central_anatolia_f8,Polynomial,Central Anatolia,8,train,1.1752254870879777,1.4132306786709967,0.3564267686378309,0.4234445920512881
Polynomial_central_anatolia_f9,Polynomial,Central Anatolia,9,test,0.5489991489336893,0.7025821135748748,0.1750827892413599,0.8557348439427662
Polynomial_central_anatolia_f9,Polynomial,Central Anatolia,9,train,0.4852356222561559,0.6348874231872863,0.160123096753212,0.883638748158185
Polynomial_central_anatolia_f10,Polynomial,Central Anatolia,10,test,0.574100895719458,0.7504870916349146,0.1870206638545087,0.8353909437823654
Polynomial_central_anatolia_f10,Polynomial,Central Anatolia,10,train,0.6029075214760872,0.7813918526611129,0.197072549646204,0.8237404349234568
Polynomial_central_anatolia_f11,Polynomial,Central Anatolia,11,test,0.5569550895638155,0.7166689561986077,0.1785932169202228,0.8498917863859142
Polynomial_central_anatolia_f11,Polynomial,Central Anatolia,11,train,0.5781152197992673,0.7468778261873877,0.1883678681569237,0.8389673021714626
Polynomial_central_anatolia_f12,Polynomial,Central Anatolia,12,test,0.3939082421172132,0.5198417097635607,0.1295440557777622,0.9210213845222393
Polynomial_central_anatolia_f12,Polynomial,Central Anatolia,12,train,0.4850933249051566,0.6329384924384196,0.1596315626394956,0.8843520460976307
Polynomial_central_anatolia_f13,Polynomial,Central Anatolia,13,test,0.4954196691211112,0.636159599678974,0.1585303624479357,0.8817232339299912
Polynomial_central_anatolia_f13,Polynomial,Central Anatolia,13,train,0.5377302907494751,0.686724455265819,0.1731967627288912,0.8638618126041674
Polynomial_central_anatolia_f14,Polynomial,Central Anatolia,14,test,0.1946107307381076,0.258871626942873,0.0645105612922449,0.980414431701756
Polynomial_central_anatolia_f14,Polynomial,Central Anatolia,14,train,0.1678808425200424,0.2259391558607408,0.0569834524876959,0.9852633781124098
Polynomial_central_anatolia_f15,Polynomial,Central Anatolia,15,test,0.1114676422384761,0.1441739484482123,0.0359280097550661,0.993925075898358
Polynomial_central_anatolia_f15,Polynomial,Central Anatolia,15,train,0.1137868897749041,0.1493145917609304,0.0376581956895198,0.993563949556893
Polynomial_central_anatolia_f16,Polynomial,Central Anatolia,16,test,0.2195146702816612,0.2814979485284717,0.0701490189428701,0.9768411100109878
Polynomial_central_anatolia_f16,Polynomial,Central Anatolia,16,train,0.2029255797813535,0.2598591205703335,0.0655383074000722,0.9805064531775456
Polynomial_eastern_anatolia_f1,Polynomial,Eastern Anatolia,1,test,0.3090480775465227,0.4267138576448314,0.1272951803342674,0.9444830120082924
Polynomial_eastern_anatolia_f1,Polynomial,Eastern Anatolia,1,train,0.3130054585983793,0.4049042267633367,0.1231664362401089,0.9509991784387786
Polynomial_eastern_anatolia_f2,Polynomial,Eastern Anatolia,2,test,0.5787365320868126,0.7541386098313441,0.224970922822519,0.826597739698504
Polynomial_eastern_anatolia_f2,Polynomial,Eastern Anatolia,2,train,0.5417346557970135,0.6889484741174795,0.2095688874092888,0.8581359918294728
Polynomial_eastern_anatolia_f3,Polynomial,Eastern Anatolia,3,test,0.2166264596788636,0.3248120180067362,0.0968963244716541,0.9678325539280715
Polynomial_eastern_anatolia_f3,Polynomial,Eastern Anatolia,3,train,0.2145016207432688,0.2790667652316785,0.0848883678528032,0.9767236447147228
Polynomial_eastern_anatolia_f4,Polynomial,Eastern Anatolia,4,test,0.5822394261830526,0.7559482291812762,0.2255107595711012,0.8257645544808617
Polynomial_eastern_anatolia_f4,Polynomial,Eastern Anatolia,4,train,0.5898617678415168,0.7544569126939158,0.2294956759923818,0.8298752010054552
Polynomial_eastern_anatolia_f5,Polynomial,Eastern Anatolia,5,test,0.5995862075436768,0.7762879122460389,0.2315783938353389,0.8162623956489717
Polynomial_eastern_anatolia_f5,Polynomial,Eastern Anatolia,5,train,0.5926199219782805,0.7603437770911154,0.2312863812024206,0.827209949071702
Polynomial_eastern_anatolia_f6,Polynomial,Eastern Anatolia,6,test,0.5912548279871462,0.7727130680704255,0.2305119638944103,0.8179507407062977
Polynomial_eastern_anatolia_f6,Polynomial,Eastern Anatolia,6,train,0.5964401839021166,0.7640341735210414,0.2324089503102331,0.8255285747107813
Polynomial_eastern_anatolia_f7,Polynomial,Eastern Anatolia,7,test,0.4721396023043751,0.6259478595731806,0.1867296883771168,0.8805382920666109
Polynomial_eastern_anatolia_f7,Polynomial,Eastern Anatolia,7,train,0.4440700132704899,0.5815576614753978,0.1769020422548531,0.8989155612936438
Polynomial_eastern_anatolia_f8,Polynomial,Eastern Anatolia,8,test,1.132758680441306,1.3452070618819083,0.4012955578108158,0.4482648165869394
Polynomial_eastern_anatolia_f8,Polynomial,Eastern Anatolia,8,train,1.031571983514002,1.2646741654425937,0.3846969225479135,0.5219690291271459
Polynomial_eastern_anatolia_f9,Polynomial,Eastern Anatolia,9,test,0.5463198958485236,0.7356309914827449,0.2194498210981788,0.8350043718723168
Polynomial_eastern_anatolia_f9,Polynomial,Eastern Anatolia,9,train,0.5437065944143469,0.6918839995154306,0.2104618348715767,0.8569244858134554
Polynomial_eastern_anatolia_f10,Polynomial,Eastern Anatolia,10,test,0.6024679648778748,0.8177292726213189,0.2439409767413279,0.7961214710031312
Polynomial_eastern_anatolia_f10,Polynomial,Eastern Anatolia,10,train,0.5604704869109168,0.7299919999421943,0.2220537775942306,0.8407296471476909
Polynomial_eastern_anatolia_f11,Polynomial,Eastern Anatolia,11,test,0.5628763583454364,0.7427159142001196,0.221563360414526,0.8318108942589647
Polynomial_eastern_anatolia_f11,Polynomial,Eastern Anatolia,11,train,0.5401049238745002,0.7020151348668338,0.2135435903925628,0.8527037496365611
Polynomial_eastern_anatolia_f12,Polynomial,Eastern Anatolia,12,test,0.4062667940742567,0.5779988294944257,0.1724257694361748,0.8981393788986023
Polynomial_eastern_anatolia_f12,Polynomial,Eastern Anatolia,12,train,0.3572919313578039,0.4903508693983905,0.1491581591375659,0.9281357925803266
Polynomial_eastern_anatolia_f13,Polynomial,Eastern Anatolia,13,test,0.4519990811518973,0.5998788992774918,0.1789529242938453,0.8902815726676612
Polynomial_eastern_anatolia_f13,Polynomial,Eastern Anatolia,13,train,0.4269564477750027,0.5480128730389549,0.1666981674295108,0.9102405337148084
Polynomial_eastern_anatolia_f14,Polynomial,Eastern Anatolia,14,test,0.1733584928545087,0.2879315382046034,0.0858943210374596,0.974722688707846
Polynomial_eastern_anatolia_f14,Polynomial,Eastern Anatolia,14,train,0.1561020332177572,0.2183930402861429,0.0664322343253997,0.985744701052183
Polynomial_eastern_anatolia_f15,Polynomial,Eastern Anatolia,15,test,0.0998095139584583,0.132865798497467,0.0396358718541288,0.9946175648504814
Polynomial_eastern_anatolia_f15,Polynomial,Eastern Anatolia,15,train,0.0936277770085093,0.1201564656957597,0.0365499856330313,0.9956848784684976
Polynomial_eastern_anatolia_f16,Polynomial,Eastern Anatolia,16,test,0.2162093227047596,0.3231096414327794,0.0963884798608071,0.9681688567680404
Polynomial_eastern_anatolia_f16,Polynomial,Eastern Anatolia,16,train,0.2068670915431329,0.2689160955167325,0.0818006702403724,0.9783861399641052
Polynomial_marmara_f1,Polynomial,Marmara,1,test,0.3553981681771053,0.4422703835570801,0.1113396268544539,0.9294292732056963
Polynomial_marmara_f1,Polynomial,Marmara,1,train,0.3505797760707404,0.4318042637802648,0.1116267798958583,0.926146411006948
Polynomial_marmara_f2,Polynomial,Marmara,2,test,0.7410988638825506,0.915225938451072,0.2304041108407348,0.6977923079893977
Polynomial_marmara_f2,Polynomial,Marmara,2,train,0.7976979958893761,0.9922815033543498,0.2565171265331305,0.6099973623033674
Polynomial_marmara_f3,Polynomial,Marmara,3,test,0.23594775639053,0.3080834800395827,0.0775586631683233,0.9657559047137736
Polynomial_marmara_f3,Polynomial,Marmara,3,train,0.2183621055275542,0.2824419445658498,0.0730147602142582,0.9684022514924344
Polynomial_marmara_f4,Polynomial,Marmara,4,test,0.6550487555037899,0.825490029397851,0.2078134898068907,0.7541486834780338
Polynomial_marmara_f4,Polynomial,Marmara,4,train,0.5830568395036166,0.7467733849234323,0.1930502203501932,0.7791103256704077
Polynomial_marmara_f5,Polynomial,Marmara,5,test,0.6809977924086328,0.8570230252284979,0.2157517830318409,0.7350073341067478
Polynomial_marmara_f5,Polynomial,Marmara,5,train,0.5939820109821857,0.7651712274616451,0.1978062917738344,0.7680923824056639
Polynomial_marmara_f6,Polynomial,Marmara,6,test,0.6751697501323285,0.8510557074458653,0.2142495369852107,0.7386846922270409
Polynomial_marmara_f6,Polynomial,Marmara,6,train,0.5924535790135023,0.7567022939713609,0.1956169669941382,0.7731974915976161
Polynomial_marmara_f7,Polynomial,Marmara,7,test,0.6039773911249041,0.7773732840794761,0.1957003104750279,0.7819740956646438
Polynomial_marmara_f7,Polynomial,Marmara,7,train,0.5087285558188048,0.6694495360295706,0.1730610424166283,0.8224856599538409
Polynomial_marmara_f8,Polynomial,Marmara,8,test,1.1338289707236666,1.3617691472274935,0.3428194026802812,0.3309541903496024
Polynomial_marmara_f8,Polynomial,Marmara,8,train,1.174703070699764,1.393630571822893,0.3602708591506115,0.2307046949195274
Polynomial_marmara_f9,Polynomial,Marmara,9,test,0.5177277897465314,0.6608664563686876,0.1663702282321567,0.8424289997074028
Polynomial_marmara_f9,Polynomial,Marmara,9,train,0.4450375263620989,0.5706182309369249,0.1475119192009038,0.8710298994575455
Polynomial_marmara_f10,Polynomial,Marmara,10,test,0.5546187419352343,0.7254216969194034,0.1826217265500145,0.8101415390593456
Polynomial_marmara_f10,Polynomial,Marmara,10,train,0.5581780184918097,0.7189086055755227,0.1858468278596119,0.7952871441487981
Polynomial_marmara_f11,Polynomial,Marmara,11,test,0.5659327406918121,0.7424672634200624,0.1869128730618886,0.8011143296368612
Polynomial_marmara_f11,Polynomial,Marmara,11,train,0.5614558394355522,0.7214473849592485,0.1865031339483714,0.7938387306670615
Polynomial_marmara_f12,Polynomial,Marmara,12,test,0.4403077116948024,0.5832590520193116,0.146832904995845,0.8772640327655473
Polynomial_marmara_f12,Polynomial,Marmara,12,train,0.4436975717938018,0.5819947477798578,0.1504528904884264,0.8658360354755106
Polynomial_marmara_f13,Polynomial,Marmara,13,test,0.4972059839612014,0.6581752835882304,0.1656927373028138,0.843709704380883
Polynomial_marmara_f13,Polynomial,Marmara,13,train,0.517256635961806,0.6681497162104473,0.1727250228053736,0.8231743232300306
Polynomial_marmara_f14,Polynomial,Marmara,14,test,0.2111650865540395,0.2814321876763835,0.0708493173535711,0.9714243309515032
Polynomial_marmara_f14,Polynomial,Marmara,14,train,0.190519941821404,0.2502536182190437,0.0646936769788239,0.9751939004060276
Polynomial_marmara_f15,Polynomial,Marmara,15,test,0.1526363845738897,0.1956516867014468,0.0492544529334783,0.9861892880676982
Polynomial_marmara_f15,Polynomial,Marmara,15,train,0.1400311086971062,0.1834908580162599,0.0474346720001502,0.9866639684177612
Polynomial_marmara_f16,Polynomial,Marmara,16,test,0.2284428849377132,0.3000573286608088,0.0755381148051189,0.9675169088175724
Polynomial_marmara_f16,Polynomial,Marmara,16,train,0.2143426180593928,0.2766920282745064,0.071528335243244,0.9696756817220183
Polynomial_mediterranean_f1,Polynomial,Mediterranean,1,test,0.4848761534717747,0.606261445446444,0.1471521914164743,0.8748159722504953
Polynomial_mediterranean_f1,Polynomial,Mediterranean,1,train,0.4542466506174745,0.5656141037932606,0.1479224209472774,0.8693791108987203
Polynomial_mediterranean_f2,Polynomial,Mediterranean,2,test,0.7802837014490284,0.9720683073663982,0.2359410823660969,0.6781729181412444
Polynomial_mediterranean_f2,Polynomial,Mediterranean,2,train,0.7663157571255839,0.9494383756032302,0.2483021942303159,0.6319509184260548
Polynomial_mediterranean_f3,Polynomial,Mediterranean,3,test,0.2687405679208965,0.3599559435057468,0.0873687520426934,0.9558706310253284
Polynomial_mediterranean_f3,Polynomial,Mediterranean,3,train,0.2568070416503967,0.3425469444273648,0.0895847061945063,0.9520915223408268
Polynomial_mediterranean_f4,Polynomial,Mediterranean,4,test,0.7322655822642747,0.913312005456538,0.2216797127037114,0.7159025390006042
Polynomial_mediterranean_f4,Polynomial,Mediterranean,4,train,0.6567358172776341,0.8367966012578685,0.2188435158677744,0.714101425264177
Polynomial_mediterranean_f5,Polynomial,Mediterranean,5,test,0.7219650912070211,0.9127739006490398,0.2215491035379302,0.7162372092413661
Polynomial_mediterranean_f5,Polynomial,Mediterranean,5,train,0.642196562760917,0.8170798831827997,0.21368709446449,0.7274154657729193
